order_id,order_date,customer_id,age,gender,city,region,category,product,unit_price,quantity,discount,payment_method,customer_type,rating,revenue
ORD100936,2024-01-06,1405,19.0,Female,Islamabad,North,Electronics,Headphones,103.34,6,0.2,Credit Card,Returning,2.0,496.03
ORD100523,2024-01-06,1341,42.0,Female,Faisalabad,East,Electronics,Tablet,482.9,3,0.0,Debit Card,Returning,4.2,1448.7
ORD100927,2024-01-06,1634,18.0,Female,Islamabad,North,Electronics,Headphones,132.05,3,0.0,Debit Card,New,4.4,396.15
ORD103474,2024-01-06,1588,18.0,Female,Karachi,South,Electronics,Monitor,303.44,1,0.3,Bank Transfer,VIP,4.5,212.41
ORD102902,2024-01-07,1696,39.0,Male,Karachi,South,Clothing,T-Shirt,29.81,4,0.0,Bank Transfer,Returning,4.0,119.24
ORD104433,2024-01-07,1199,29.0,Female,Islamabad,North,Clothing,T-Shirt,29.83,1,0.15,Credit Card,New,3.5,25.36
ORD104271,2024-01-07,1277,48.0,Female,Islamabad,North,Electronics,Headphones,102.02,3,0.0,Digital Wallet,New,,306.06
ORD100037,2024-01-07,1511,18.0,Male,Peshawar,West,Electronics,Laptop,1172.02,6,0.05,Digital Wallet,New,2.1,6680.51
ORD103533,2024-01-07,1190,32.0,Female,Islamabad,North,Electronics,Laptop,1319.93,6,0.0,Bank Transfer,VIP,4.4,7919.58
ORD104257,2024-01-07,1753,22.0,Female,Karachi,South,Electronics,Keyboard,73.92,1,0.05,Credit Card,New,3.7,70.22
ORD101944,2024-01-07,1064,27.0,Male,Islamabad,North,Clothing,Jacket,109.81,3,0.15,Credit Card,New,3.7,280.02
ORD104963,2024-01-07,1558,35.0,Female,Lahore,East,Electronics,Smartwatch,212.99,1,0.05,Digital Wallet,New,3.4,202.34
ORD101393,2024-01-07,1700,18.0,Male,Karachi,South,Electronics,Tablet,543.52,1,0.05,Digital Wallet,Returning,3.2,516.34
ORD104059,2024-01-07,1431,34.0,Male,Peshawar,West,Accessories,Sunglasses,83.38,1,0.2,Debit Card,VIP,5.0,66.7
ORD102593,2024-01-08,1164,30.0,Male,Karachi,South,Clothing,Shoes,94.72,5,0.0,Debit Card,Returning,3.7,473.6
ORD100355,2024-01-08,1563,36.0,Female,Multan,South,Accessories,Sunglasses,78.48,2,0.0,Bank Transfer,New,4.4,156.96
ORD101860,2024-01-08,1459,30.0,Male,Quetta,West,Electronics,Headphones,126.73,1,0.0,Bank Transfer,New,4.0,126.73
ORD100819,2024-01-08,1405,29.0,Male,Karachi,South,Electronics,Monitor,295.96,1,0.3,Credit Card,Returning,2.0,207.17
ORD101311,2024-01-08,1736,30.0,Female,Karachi,South,Electronics,Monitor,297.36,4,0.05,Credit Card,New,4.0,1129.97
ORD104366,2024-01-08,1790,18.0,Male,Faisalabad,East,Clothing,Jacket,98.75,1,0.15,Credit Card,New,2.7,83.94
ORD101608,2024-01-09,1722,22.0,Female,Islamabad,North,Electronics,Laptop,1212.91,1,0.15,Bank Transfer,New,3.9,1030.97
ORD101087,2024-01-09,1559,29.0,Female,Lahore,East,Electronics,Mouse,33.92,1,0.05,Digital Wallet,Returning,3.7,32.22
ORD102538,2024-01-09,1663,40.0,Female,Rawalpindi,North,Clothing,Shoes,91.77,3,0.0,Bank Transfer,Returning,3.3,275.31
ORD103631,2024-01-09,1296,24.0,Female,Multan,South,Clothing,Shoes,85.58,7,0.15,Bank Transfer,New,3.7,509.2
ORD104383,2024-01-09,1672,40.0,Female,Lahore,East,Electronics,Tablet,497.27,2,0.2,Credit Card,Returning,3.3,795.63
ORD102313,2024-01-10,1326,54.0,Male,Islamabad,North,Electronics,Mouse,34.13,1,0.15,Debit Card,Returning,3.8,29.01
ORD102251,2024-01-10,1688,27.0,Female,Multan,South,Electronics,Smartphone,818.06,1,0.05,Digital Wallet,Returning,3.3,777.16
ORD103369,2024-01-10,1115,40.0,Female,Rawalpindi,North,Electronics,Headphones,110.06,6,0.1,Bank Transfer,New,5.0,594.32
ORD104715,2024-01-10,1636,31.0,Male,Peshawar,West,Electronics,Laptop,1216.84,4,0.0,Credit Card,New,4.7,4867.36
ORD100704,2024-01-10,1531,35.0,Female,Peshawar,West,Clothing,T-Shirt,28.07,8,0.05,Credit Card,Returning,4.3,213.33
ORD101827,2024-01-10,1222,49.0,Female,Islamabad,North,Accessories,Backpack,55.89,4,0.1,Digital Wallet,Returning,3.2,201.2
ORD100435,2024-01-11,1471,40.0,Male,Multan,South,Electronics,Tablet,537.38,4,0.0,Bank Transfer,New,4.0,2149.52
ORD102737,2024-01-11,1017,36.0,Male,Lahore,East,Accessories,Wallet,47.85,2,0.3,Digital Wallet,New,4.0,66.99
ORD104406,2024-01-11,1769,19.0,Male,Peshawar,West,Electronics,Smartphone,760.62,4,0.0,Credit Card,Returning,4.3,3042.48
ORD104650,2024-01-11,1401,42.0,Female,Faisalabad,East,Electronics,Mouse,36.27,3,0.0,Bank Transfer,Returning,4.2,108.81
ORD104787,2024-01-12,1795,33.0,Female,Peshawar,West,Electronics,Smartphone,800.28,1,0.1,Digital Wallet,Returning,4.0,720.25
ORD101187,2024-01-12,1254,21.0,Male,Lahore,East,Clothing,Jacket,108.32,4,0.0,Digital Wallet,Returning,4.3,433.28
ORD101627,2024-01-12,1739,30.0,Male,Lahore,East,Electronics,Smartphone,795.31,1,0.2,Digital Wallet,New,4.1,636.25
ORD104194,2024-01-12,1059,19.0,Male,Peshawar,West,Electronics,Keyboard,70.81,3,0.0,Digital Wallet,Returning,4.3,212.43
ORD103617,2024-01-12,1713,39.0,Male,Lahore,East,Electronics,Laptop,1185.14,4,0.15,Credit Card,Returning,4.3,4029.48
ORD101031,2024-01-12,1738,19.0,Female,Lahore,East,Accessories,Sunglasses,85.71,3,0.0,Credit Card,Returning,4.3,257.13
ORD104652,2024-01-12,1517,41.0,Male,Rawalpindi,North,Accessories,Sunglasses,73.54,6,0.15,Credit Card,New,4.0,375.05
ORD101153,2024-01-12,1691,18.0,Male,Peshawar,West,Electronics,Tablet,547.79,3,0.05,Cash,Returning,3.3,1561.2
ORD102574,2024-01-12,1134,28.0,Male,Karachi,South,Accessories,Backpack,54.3,6,0.0,Credit Card,Returning,2.8,325.8
ORD104402,2024-01-12,1091,34.0,Male,Multan,South,Electronics,Laptop,1209.27,3,0.05,Digital Wallet,New,2.9,3446.42
ORD101898,2024-01-13,1527,18.0,Male,Rawalpindi,North,Accessories,Sunglasses,81.22,2,0.2,Credit Card,Returning,2.9,129.95
ORD103219,2024-01-13,1379,30.0,Male,Karachi,South,Electronics,Smartphone,779.79,1,0.2,Digital Wallet,New,4.0,623.83
ORD100860,2024-01-13,1389,31.0,Female,Rawalpindi,North,Electronics,Keyboard,72.12,3,0.0,Cash,Returning,4.8,216.36
ORD102344,2024-01-13,1106,41.0,Male,Rawalpindi,North,Electronics,Keyboard,66.64,3,0.2,Digital Wallet,New,2.0,159.94
ORD102694,2024-01-13,1471,49.0,Male,Quetta,West,Electronics,Tablet,503.46,8,0.1,Digital Wallet,New,3.8,3624.91
ORD103963,2024-01-13,1437,36.0,Male,Faisalabad,East,Electronics,Mouse,35.0,2,0.0,Digital Wallet,Returning,4.2,70.0
ORD100349,2024-01-13,1022,61.0,Female,Karachi,South,Electronics,Monitor,315.87,5,0.15,Credit Card,New,2.4,1342.45
ORD100421,2024-01-13,1682,34.0,Female,Lahore,East,Clothing,Jeans,60.74,1,0.1,Digital Wallet,Returning,3.6,54.67
ORD100575,2024-01-13,1727,18.0,Female,Multan,South,Clothing,T-Shirt,33.67,3,0.0,Credit Card,New,3.3,101.01
ORD102142,2024-01-13,1361,21.0,Female,Karachi,South,Electronics,Monitor,260.21,4,0.2,Bank Transfer,Returning,3.7,832.67
ORD102394,2024-01-14,1293,41.0,Male,Faisalabad,East,Clothing,Shoes,91.78,4,0.15,Debit Card,New,3.6,312.05
ORD103444,2024-01-14,1432,29.0,Male,Faisalabad,East,Clothing,T-Shirt,29.68,4,0.15,Cash,VIP,4.6,100.91
ORD102554,2024-01-14,1262,30.0,Female,Rawalpindi,North,Electronics,Tablet,518.92,3,0.2,Credit Card,Returning,3.3,1245.41
ORD103035,2024-01-14,1078,33.0,Female,Faisalabad,East,Electronics,Smartphone,737.93,6,0.15,Digital Wallet,New,4.9,3763.44
ORD102062,2024-01-14,1725,25.0,Female,Lahore,East,Clothing,Shoes,97.12,2,0.0,Digital Wallet,New,3.3,194.24
ORD101685,2024-01-14,1107,52.0,Male,Quetta,West,Electronics,Smartphone,780.69,1,0.2,Digital Wallet,VIP,3.4,624.55
ORD100302,2024-01-14,1453,39.0,Male,Islamabad,North,Electronics,Monitor,327.54,3,0.0,Bank Transfer,New,3.0,982.62
ORD104164,2024-01-15,1134,48.0,Female,Islamabad,North,Electronics,Smartphone,720.22,2,0.25,Debit Card,New,4.1,1080.33
ORD101612,2024-01-15,1426,34.0,Male,Karachi,South,Electronics,Mouse,37.13,3,0.1,Credit Card,Returning,4.0,100.25
ORD101834,2024-01-15,1731,18.0,Male,Multan,South,Electronics,Tablet,522.85,8,0.1,Digital Wallet,Returning,5.0,3764.52
ORD101919,2024-01-15,1562,42.0,Female,Faisalabad,East,Clothing,Shoes,97.75,3,0.15,Cash,VIP,5.0,249.26
ORD103289,2024-01-16,1382,29.0,Male,Faisalabad,East,Electronics,Tablet,528.06,5,0.2,Bank Transfer,New,4.5,2112.24
ORD101604,2024-01-16,1497,19.0,Female,Multan,South,Electronics,Laptop,1231.27,3,0.0,Debit Card,New,4.2,3693.81
ORD103510,2024-01-16,1780,27.0,Male,Quetta,West,Electronics,Smartphone,738.43,1,0.15,Bank Transfer,Returning,3.8,627.67
ORD102246,2024-01-16,1575,21.0,Female,Multan,South,Clothing,T-Shirt,26.19,4,0.0,Credit Card,Returning,3.1,104.76
ORD102713,2024-01-16,1768,30.0,Male,Karachi,South,Accessories,Sunglasses,83.91,6,0.15,Digital Wallet,Returning,4.1,427.94
ORD104680,2024-01-16,1760,31.0,Male,Multan,South,Electronics,Tablet,533.25,4,0.1,Debit Card,New,2.5,1919.7
ORD103984,2024-01-16,1660,44.0,Male,Rawalpindi,North,Electronics,Headphones,126.27,1,0.0,Digital Wallet,Returning,3.6,126.27
ORD101122,2024-01-16,1137,44.0,Male,Islamabad,North,Clothing,Shoes,90.37,2,0.1,Bank Transfer,New,2.2,162.67
ORD104061,2024-01-16,1606,20.0,Female,Lahore,East,Electronics,Keyboard,69.66,2,0.2,Debit Card,New,3.3,111.46
ORD103009,2024-01-17,1432,32.0,Female,Faisalabad,East,Clothing,T-Shirt,33.01,1,0.2,Debit Card,Returning,4.0,26.41
ORD104041,2024-01-17,1691,34.0,Female,Faisalabad,East,Clothing,T-Shirt,29.33,1,0.25,Digital Wallet,Returning,3.4,22.0
ORD100031,2024-01-17,1022,36.0,Male,Islamabad,North,Clothing,Jacket,111.02,2,0.15,Credit Card,Returning,5.0,188.73
ORD103129,2024-01-17,1581,18.0,Female,Peshawar,West,Accessories,Backpack,58.94,1,0.0,Digital Wallet,Returning,4.2,58.94
ORD103908,2024-01-17,1257,34.0,Female,Multan,South,Clothing,Shoes,83.65,7,0.1,Debit Card,Returning,5.0,527.0
ORD101034,2024-01-17,1741,31.0,Male,Rawalpindi,North,Electronics,Smartphone,814.92,1,0.0,Digital Wallet,Returning,4.7,814.92
ORD103789,2024-01-18,1762,54.0,Female,Peshawar,West,Clothing,T-Shirt,30.4,2,0.0,Cash,Returning,2.9,60.8
ORD100486,2024-01-18,1393,30.0,Male,Lahore,East,Electronics,Monitor,316.89,2,0.1,Cash,New,4.7,570.4
ORD102634,2024-01-18,1642,57.0,Male,Lahore,East,Electronics,Headphones,123.18,2,0.0,Credit Card,Returning,3.5,246.36
ORD102510,2024-01-18,1542,42.0,Female,Multan,South,Clothing,T-Shirt,30.47,1,0.15,Digital Wallet,Returning,2.6,25.9
ORD102144,2024-01-18,1133,25.0,Male,Islamabad,North,Accessories,Backpack,55.98,2,0.0,Digital Wallet,VIP,4.5,111.96
ORD100279,2024-01-19,1148,32.0,Male,Peshawar,West,Electronics,Monitor,279.51,2,0.1,Debit Card,New,4.0,503.12
ORD101511,2024-01-19,1365,21.0,Male,Peshawar,West,Accessories,Backpack,50.03,2,0.15,Digital Wallet,New,3.8,85.05
ORD102899,2024-01-19,1421,18.0,Male,Peshawar,West,Accessories,Backpack,56.81,4,0.2,Credit Card,Returning,4.8,181.79
ORD100864,2024-01-19,1624,26.0,Female,Peshawar,West,Electronics,Smartwatch,224.77,2,0.05,Digital Wallet,VIP,4.3,427.06
ORD102520,2024-01-19,1321,29.0,Male,Karachi,South,Electronics,Mouse,32.76,1,0.1,Credit Card,VIP,4.7,29.48
ORD103015,2024-01-19,1183,23.0,Female,Lahore,East,Clothing,T-Shirt,31.14,5,0.0,Bank Transfer,New,4.4,155.7
ORD100013,2024-01-19,1459,26.0,Male,Karachi,South,Electronics,Smartwatch,217.56,2,0.25,Digital Wallet,New,4.4,326.34
ORD102973,2024-01-19,1772,44.0,Male,Islamabad,North,Electronics,Smartwatch,228.84,3,0.2,Debit Card,New,4.4,549.22
ORD102572,2024-01-19,1670,23.0,Male,Multan,South,Electronics,Keyboard,62.03,1,0.0,Debit Card,New,4.4,62.03
ORD101346,2024-01-20,1380,32.0,Female,Karachi,South,Electronics,Keyboard,65.51,5,0.05,Digital Wallet,New,3.7,311.17
ORD102604,2024-01-20,1117,41.0,Female,Islamabad,North,Clothing,Shoes,94.43,5,0.0,Credit Card,New,5.0,472.15
ORD103950,2024-01-20,1295,48.0,Female,Multan,South,Accessories,Sunglasses,82.79,2,0.0,Credit Card,VIP,4.2,165.58
ORD104512,2024-01-20,1382,30.0,Male,Islamabad,North,Accessories,Wallet,42.91,1,0.0,Cash,Returning,3.1,42.91
ORD101059,2024-01-21,1322,57.0,Female,Peshawar,West,Electronics,Monitor,303.73,1,0.05,Bank Transfer,Returning,4.2,288.54
ORD103582,2024-01-21,1153,36.0,Male,Islamabad,North,Electronics,Headphones,117.01,6,0.15,Credit Card,VIP,3.0,596.75
ORD101820,2024-01-21,1455,38.0,Female,Faisalabad,East,Electronics,Laptop,1221.73,2,0.0,Digital Wallet,Returning,3.5,2443.46
ORD104064,2024-01-21,1723,38.0,Male,Multan,South,Electronics,Smartphone,685.87,1,0.1,Bank Transfer,New,4.5,617.28
ORD101969,2024-01-21,1588,18.0,Female,Lahore,East,Accessories,Backpack,57.28,3,0.1,Credit Card,New,4.7,154.66
ORD104162,2024-01-21,1674,37.0,Female,Rawalpindi,North,Electronics,Laptop,1219.94,1,0.0,Bank Transfer,Returning,4.5,1219.94
ORD103336,2024-01-21,1724,52.0,Female,Karachi,South,Electronics,Smartphone,776.24,1,0.15,Digital Wallet,Returning,4.5,659.8
ORD102076,2024-01-22,1420,36.0,Female,Quetta,West,Electronics,Laptop,1158.29,1,0.1,Credit Card,New,2.9,1042.46
ORD100815,2024-01-22,1105,46.0,Male,Rawalpindi,North,Electronics,Monitor,316.16,3,0.25,Credit Card,Returning,4.2,711.36
ORD104425,2024-01-22,1651,33.0,Male,Karachi,South,Electronics,Laptop,1272.82,1,0.0,Bank Transfer,Returning,3.6,1272.82
ORD101228,2024-01-22,1616,40.0,Male,Quetta,West,Accessories,Sunglasses,72.44,2,0.0,Digital Wallet,New,2.9,144.88
ORD104312,2024-01-22,1332,26.0,Female,Rawalpindi,North,Electronics,Tablet,502.78,2,0.1,Digital Wallet,Returning,2.8,905.0
ORD101549,2024-01-22,1776,38.0,Female,Karachi,South,Accessories,Sunglasses,80.99,1,0.2,Debit Card,VIP,4.0,64.79
ORD104814,2024-01-22,1151,29.0,Female,Islamabad,North,Electronics,Headphones,124.78,3,0.1,Credit Card,New,2.8,336.91
ORD104584,2024-01-23,1175,20.0,Female,Peshawar,West,Accessories,Sunglasses,80.7,1,0.0,Digital Wallet,New,3.5,80.7
ORD104467,2024-01-23,1536,18.0,Male,Rawalpindi,North,Electronics,Tablet,468.6,4,0.25,Debit Card,Returning,3.0,1405.8
ORD104806,2024-01-23,1041,18.0,Female,Rawalpindi,North,Accessories,Wallet,48.74,2,0.05,Cash,New,3.4,92.61
ORD104098,2024-01-24,1263,31.0,Female,Rawalpindi,North,Clothing,Jeans,67.72,1,0.0,Credit Card,Returning,3.8,67.72
ORD104896,2024-01-24,1129,18.0,Female,Rawalpindi,North,Clothing,Jacket,109.1,5,0.05,Digital Wallet,Returning,3.5,518.22
ORD102025,2024-01-24,1127,25.0,Female,Lahore,East,Electronics,Mouse,34.89,1,0.15,Debit Card,VIP,4.9,29.66
ORD103866,2024-01-24,1022,38.0,Male,Multan,South,Electronics,Smartphone,737.19,1,0.1,Debit Card,VIP,3.3,663.47
ORD104218,2024-01-24,1800,31.0,Male,Rawalpindi,North,Clothing,Shoes,91.67,2,0.05,Debit Card,Returning,4.5,174.17
ORD100988,2024-01-25,1274,34.0,Female,Faisalabad,East,Electronics,Headphones,122.67,2,0.0,Digital Wallet,New,3.4,245.34
ORD100747,2024-01-25,1233,44.0,Male,Faisalabad,East,Electronics,Tablet,502.24,5,0.0,Credit Card,Returning,3.5,2511.2
ORD101807,2024-01-25,1667,36.0,Male,Islamabad,North,Electronics,Laptop,1187.38,2,0.0,Cash,New,5.0,2374.76
ORD102642,2024-01-25,1083,42.0,Female,Multan,South,Electronics,Headphones,133.84,1,0.25,Credit Card,VIP,,100.38
ORD104102,2024-01-25,1326,35.0,Male,Karachi,South,Electronics,Keyboard,68.28,3,0.0,Debit Card,VIP,3.5,204.84
ORD100053,2024-01-25,1274,39.0,Male,Peshawar,West,Clothing,T-Shirt,30.08,5,0.1,Digital Wallet,New,3.8,135.36
ORD101638,2024-01-25,1239,35.0,Male,Quetta,West,Electronics,Headphones,129.64,2,0.15,Credit Card,VIP,3.4,220.39
ORD100979,2024-01-25,1699,32.0,Female,Rawalpindi,North,Electronics,Monitor,310.35,2,0.05,Cash,Returning,3.8,589.66
ORD101555,2024-01-25,1710,40.0,Male,Faisalabad,East,Clothing,Shoes,82.37,1,0.1,Digital Wallet,Returning,3.3,74.13
ORD102965,2024-01-25,1536,36.0,Female,Peshawar,West,Electronics,Smartphone,708.07,2,0.0,Bank Transfer,Returning,3.2,1416.14
ORD102739,2024-01-26,1393,35.0,Female,Peshawar,West,Electronics,Mouse,34.09,5,0.2,Credit Card,New,3.8,136.36
ORD100848,2024-01-26,1072,39.0,Female,Quetta,West,Accessories,Wallet,44.95,2,0.1,Cash,Returning,3.9,80.91
ORD103762,2024-01-26,1109,37.0,Male,Multan,South,Electronics,Tablet,468.4,1,0.0,Credit Card,Returning,4.3,468.4
ORD104084,2024-01-26,1100,54.0,Female,Rawalpindi,North,Clothing,T-Shirt,27.81,1,0.05,Digital Wallet,Returning,3.9,26.42
ORD104927,2024-01-26,1153,43.0,Female,Quetta,West,Clothing,T-Shirt,29.01,1,0.1,Debit Card,New,4.0,26.11
ORD103722,2024-01-26,1234,18.0,Male,Peshawar,West,Electronics,Smartphone,840.58,2,0.05,Debit Card,New,3.8,1597.1
ORD103386,2024-01-26,1542,39.0,Female,Multan,South,Electronics,Mouse,38.49,3,0.2,Digital Wallet,Returning,4.9,92.38
ORD103958,2024-01-26,1231,31.0,Female,Islamabad,North,Electronics,Laptop,1185.1,4,0.1,Digital Wallet,New,4.1,4266.36
ORD101342,2024-01-26,1800,18.0,Female,Faisalabad,East,Electronics,Headphones,114.49,7,0.15,Digital Wallet,Returning,3.7,681.22
ORD102273,2024-01-27,1641,50.0,Male,Peshawar,West,Clothing,T-Shirt,27.65,3,0.0,Bank Transfer,New,3.9,82.95
ORD103070,2024-01-27,1641,33.0,Male,Peshawar,West,Electronics,Tablet,482.0,2,0.0,Digital Wallet,New,3.2,964.0
ORD103763,2024-01-27,1563,49.0,Female,Islamabad,North,Clothing,Shoes,87.03,3,0.0,Credit Card,VIP,2.2,261.09
ORD101062,2024-01-27,1075,33.0,Male,Lahore,East,Clothing,Shoes,94.93,1,0.1,Credit Card,New,4.1,85.44
ORD102035,2024-01-27,1147,37.0,Female,Lahore,East,Clothing,T-Shirt,31.78,4,0.05,Credit Card,Returning,4.4,120.76
ORD100235,2024-01-27,1002,35.0,Female,Islamabad,North,Electronics,Monitor,309.84,6,0.05,Digital Wallet,Returning,4.4,1766.09
ORD101775,2024-01-28,1345,64.0,Female,Rawalpindi,North,Electronics,Headphones,127.35,4,0.0,Credit Card,VIP,4.0,509.4
ORD100652,2024-01-28,1042,18.0,Female,Rawalpindi,North,Clothing,Shoes,93.52,1,0.05,Credit Card,New,4.5,88.84
ORD102822,2024-01-28,1778,29.0,Male,Karachi,South,Electronics,Headphones,124.19,2,0.3,Digital Wallet,New,4.0,173.87
ORD103546,2024-01-28,1777,25.0,Male,Peshawar,West,Electronics,Tablet,518.05,1,0.2,Credit Card,Returning,4.0,414.44
ORD103873,2024-01-29,1277,23.0,Male,Karachi,South,Electronics,Smartphone,757.56,2,0.05,Cash,New,2.8,1439.36
ORD103857,2024-01-29,1323,23.0,Male,Faisalabad,East,Electronics,Tablet,492.78,1,0.0,Credit Card,Returning,4.1,492.78
ORD101585,2024-01-29,1223,21.0,Male,Rawalpindi,North,Accessories,Wallet,46.4,1,0.0,Bank Transfer,VIP,4.4,46.4
ORD101312,2024-01-29,1141,26.0,Female,Quetta,West,Electronics,Monitor,311.13,1,0.0,Debit Card,New,4.6,311.13
ORD100356,2024-01-29,1438,49.0,Female,Faisalabad,East,Accessories,Backpack,49.52,2,0.2,Digital Wallet,Returning,2.2,79.23
ORD104678,2024-01-29,1128,41.0,Male,Lahore,East,Electronics,Monitor,297.42,4,0.1,Digital Wallet,VIP,,1070.71
ORD103682,2024-01-29,1196,18.0,Female,Rawalpindi,North,Accessories,Sunglasses,83.78,1,0.0,Debit Card,Returning,4.8,83.78
ORD103329,2024-01-29,1176,22.0,Male,Peshawar,West,Electronics,Monitor,321.52,1,0.1,Debit Card,Returning,3.5,289.37
ORD103634,2024-01-29,1268,46.0,Female,Lahore,East,Clothing,Shoes,95.77,3,0.2,Credit Card,New,4.7,229.85
ORD101070,2024-01-30,1194,34.0,Female,Rawalpindi,North,Electronics,Tablet,514.66,1,0.0,Debit Card,Returning,4.5,514.66
ORD100785,2024-01-30,1732,60.0,Male,Faisalabad,East,Electronics,Headphones,112.36,3,0.1,Digital Wallet,New,2.0,303.37
ORD100973,2024-01-30,1078,21.0,Female,Faisalabad,East,Accessories,Backpack,55.52,3,0.15,Cash,VIP,3.0,141.58
ORD102927,2024-01-30,1224,71.0,Female,Peshawar,West,Clothing,Jeans,67.26,2,0.1,Bank Transfer,New,4.1,121.07
ORD101160,2024-01-30,1145,18.0,Male,Multan,South,Electronics,Laptop,1150.2,1,0.0,Debit Card,New,2.0,1150.2
ORD103936,2024-01-31,1162,22.0,Female,Rawalpindi,North,Electronics,Smartphone,825.52,4,0.05,Bank Transfer,New,4.1,3136.98
ORD100433,2024-01-31,1400,32.0,Male,Peshawar,West,Clothing,Shoes,78.7,3,0.05,Credit Card,New,4.6,224.3
ORD104473,2024-01-31,1181,28.0,Female,Rawalpindi,North,Electronics,Monitor,307.73,2,0.15,Debit Card,New,4.8,523.14
ORD101477,2024-01-31,1693,31.0,Female,Quetta,West,Electronics,Smartphone,764.36,6,0.15,Debit Card,VIP,4.2,3898.24
ORD103422,2024-01-31,1376,44.0,Male,Karachi,South,Electronics,Keyboard,69.57,1,0.0,Bank Transfer,Returning,3.8,69.57
