order_item_id,order_id,product_id,quantity,unit_price,discount_pct,line_total
108,62,64,1,625.41,20.0,500.33
109,63,149,1,1158.39,10.0,1042.55
110,64,351,3,61.54,0.0,184.62
111,65,286,2,81.06,0.0,162.12
112,66,37,1,197.15,0.0,197.15
113,67,98,1,431.65,0.0,431.65
114,68,330,1,42.81,5.0,40.67
115,69,426,2,278.17,5.0,528.52
116,69,180,2,13.89,0.0,27.78
117,70,115,1,14.32,20.0,11.46
118,71,380,1,44.87,20.0,35.9
119,71,179,1,334.7,5.0,317.96
120,71,445,1,475.6,0.0,475.6
121,72,27,1,400.72,0.0,400.72
122,72,201,2,688.92,0.0,1377.84
123,73,148,2,191.4,10.0,344.52
124,74,476,1,10.88,0.0,10.88
125,75,336,1,113.75,15.0,96.69
126,75,217,2,304.35,0.0,608.7
127,75,436,1,109.62,15.0,93.18
128,76,272,2,79.98,10.0,143.96
129,77,95,1,777.95,0.0,777.95
130,77,247,1,1645.76,0.0,1645.76
131,78,249,1,1500.62,10.0,1350.56
132,78,431,2,417.17,5.0,792.62
133,79,172,1,12.51,5.0,11.88
134,80,308,1,208.66,15.0,177.36
135,80,14,2,273.5,5.0,519.65
136,81,491,1,196.34,15.0,166.89
137,81,259,1,1032.64,0.0,1032.64
138,82,361,1,227.26,0.0,227.26
139,83,492,1,182.0,10.0,163.8
140,83,305,1,9.24,5.0,8.78
141,84,33,1,79.42,0.0,79.42
142,85,61,2,55.79,0.0,111.58
143,86,213,1,981.8,15.0,834.53
144,87,406,1,93.99,5.0,89.29
145,87,2,2,491.51,20.0,786.42
146,88,420,2,272.81,5.0,518.34
147,89,287,1,50.41,5.0,47.89
148,90,60,2,95.0,0.0,190.0
149,91,363,1,178.93,10.0,161.04
150,92,280,2,60.79,0.0,121.58
151,92,77,2,1428.83,0.0,2857.66
152,93,63,1,382.35,15.0,325.0
153,94,466,1,59.88,5.0,56.89
154,94,408,3,74.23,0.0,222.69
155,95,29,1,30.81,10.0,27.73
156,96,130,4,450.99,0.0,1803.96
157,96,306,1,116.99,15.0,99.44
158,96,98,1,431.65,10.0,388.48
159,97,192,1,48.99,0.0,48.99
160,98,92,1,11.68,0.0,11.68
161,98,328,1,47.68,20.0,38.14
162,98,352,1,133.86,0.0,133.86
163,99,121,1,174.88,10.0,157.39
164,100,299,1,85.25,10.0,76.73
165,101,320,1,1172.79,0.0,1172.79
166,102,141,1,424.94,0.0,424.94
167,102,345,1,290.4,0.0,290.4
168,103,233,1,261.5,10.0,235.35
169,104,274,2,1285.82,5.0,2443.06
170,104,290,1,315.74,0.0,315.74
171,105,99,3,351.47,0.0,1054.41
172,106,131,1,342.25,15.0,290.91
173,106,439,1,335.71,0.0,335.71
174,107,451,1,13.27,5.0,12.61
175,107,11,2,92.84,0.0,185.68
176,107,132,1,27.91,5.0,26.51
177,108,475,1,66.33,20.0,53.06
178,109,184,2,474.32,0.0,948.64
179,109,386,1,266.3,0.0,266.3
180,110,46,1,116.3,0.0,116.3
181,110,208,4,143.66,5.0,545.91
182,111,91,1,38.57,5.0,36.64
183,111,485,2,40.13,0.0,80.26
184,112,251,1,118.08,10.0,106.27
185,113,361,1,227.26,5.0,215.9
186,114,152,1,361.43,15.0,307.22
187,115,360,4,27.46,5.0,104.35
188,116,250,2,197.58,10.0,355.64
189,116,266,4,157.02,10.0,565.27
190,117,300,1,415.67,0.0,415.67
191,117,36,1,160.32,10.0,144.29
192,117,81,1,32.73,10.0,29.46
193,118,452,1,15.42,5.0,14.65
194,119,349,3,627.96,0.0,1883.88
195,120,324,2,577.27,0.0,1154.54
196,121,465,1,1159.08,0.0,1159.08
197,122,252,2,369.07,5.0,701.23
198,123,368,1,609.87,0.0,609.87
199,123,47,3,58.39,0.0,175.17
200,124,261,1,49.94,10.0,44.95
201,124,95,2,777.95,0.0,1555.9
202,125,27,1,400.72,0.0,400.72
203,125,269,1,637.31,5.0,605.44
204,125,195,1,265.02,0.0,265.02
205,126,493,1,151.68,10.0,136.51
206,127,328,1,47.68,0.0,47.68
207,127,481,2,106.76,0.0,213.52
208,128,421,2,138.3,0.0,276.6
209,129,79,1,706.4,5.0,671.08
210,130,403,2,1556.53,5.0,2957.41
211,130,300,1,415.67,0.0,415.67
212,131,368,2,609.87,5.0,1158.75
213,132,403,2,1556.53,0.0,3113.06
214,132,467,1,22.29,5.0,21.18
215,132,423,3,17.45,0.0,52.35
216,133,451,1,13.27,5.0,12.61
217,133,455,3,1682.27,0.0,5046.81
218,134,387,2,83.3,5.0,158.27
219,135,433,4,235.65,0.0,942.6
220,135,144,1,69.2,15.0,58.82
221,135,305,1,9.24,0.0,9.24
222,135,243,1,328.94,5.0,312.49
223,136,471,1,10.12,5.0,9.61
224,136,289,1,19.79,0.0,19.79
225,137,69,1,479.01,0.0,479.01
226,138,139,1,118.97,10.0,107.07
227,138,85,1,49.13,5.0,46.67
228,138,193,3,285.66,5.0,814.13
229,139,13,1,190.21,15.0,161.68
230,140,168,1,146.47,0.0,146.47
231,140,292,1,132.75,10.0,119.48
232,140,364,1,1153.4,10.0,1038.06
233,141,252,1,369.07,15.0,313.71
234,142,384,1,307.25,10.0,276.53
235,143,81,1,32.73,0.0,32.73
236,144,429,3,20.14,15.0,51.36
237,145,249,2,1500.62,0.0,3001.24
238,145,401,1,370.32,15.0,314.77
239,146,271,1,55.15,0.0,55.15
240,146,232,2,60.82,5.0,115.56
241,147,261,1,49.94,0.0,49.94
242,148,324,1,577.27,0.0,577.27
243,148,388,2,1665.23,5.0,3163.94
244,148,121,1,174.88,5.0,166.14
245,149,227,1,12.18,5.0,11.57
246,149,57,2,319.09,10.0,574.36
247,150,271,1,55.15,0.0,55.15
248,150,230,1,559.48,5.0,531.51
249,150,475,1,66.33,0.0,66.33
250,151,46,1,116.3,0.0,116.3
251,151,120,1,1793.63,0.0,1793.63
252,152,140,1,207.19,0.0,207.19
253,153,171,2,49.73,20.0,79.57
254,153,470,1,784.8,5.0,745.56
255,154,250,1,197.58,10.0,177.82
256,155,169,1,68.34,5.0,64.92
257,156,47,3,58.39,5.0,166.41
258,156,164,1,64.44,0.0,64.44
259,157,349,2,627.96,0.0,1255.92
260,158,166,2,31.33,10.0,56.39
261,158,339,1,295.72,0.0,295.72
262,159,103,1,483.91,15.0,411.32
263,159,168,1,146.47,0.0,146.47
264,159,3,1,146.92,5.0,139.57
265,160,376,2,593.69,5.0,1128.01
266,161,138,1,635.55,0.0,635.55
267,161,399,2,1128.83,10.0,2031.89
268,162,403,1,1556.53,5.0,1478.7
269,163,150,2,17.37,5.0,33.0
270,164,72,2,70.84,0.0,141.68
271,165,79,3,706.4,0.0,2119.2
272,166,112,1,555.66,10.0,500.09
273,167,1,1,44.53,5.0,42.3
274,167,36,4,160.32,0.0,641.28
275,168,355,2,1309.95,15.0,2226.92
276,168,44,2,1383.23,5.0,2628.14
277,169,442,1,56.69,10.0,51.02
278,169,231,3,1795.38,0.0,5386.14
279,170,47,1,58.39,20.0,46.71
280,170,154,4,375.48,5.0,1426.82
281,171,102,1,413.96,0.0,413.96
282,172,113,1,98.29,5.0,93.38
283,172,128,1,279.46,5.0,265.49
284,172,120,1,1793.63,0.0,1793.63
285,173,298,2,274.34,10.0,493.81
286,173,236,1,198.33,15.0,168.58
287,174,362,4,420.01,0.0,1680.04
288,175,4,1,442.16,0.0,442.16
289,176,13,2,190.21,10.0,342.38
290,177,56,2,1780.27,0.0,3560.54
291,178,102,2,413.96,0.0,827.92
292,179,456,2,45.29,0.0,90.58
293,179,84,1,930.57,0.0,930.57
294,180,451,1,13.27,5.0,12.61
295,180,12,1,449.69,10.0,404.72
296,181,297,1,324.66,5.0,308.43
297,182,121,1,174.88,0.0,174.88
298,183,133,1,64.87,15.0,55.14
299,183,205,1,91.75,10.0,82.58
300,184,278,2,1034.32,0.0,2068.64
301,185,275,1,44.52,5.0,42.29
302,185,206,1,72.62,5.0,68.99
303,185,110,1,190.07,0.0,190.07
304,186,360,2,27.46,10.0,49.43
305,187,65,1,419.96,5.0,398.96
306,188,115,1,14.32,0.0,14.32
307,188,82,1,45.66,0.0,45.66
308,189,417,3,22.66,10.0,61.18
309,189,356,3,131.63,5.0,375.15
310,190,247,1,1645.76,15.0,1398.9
311,191,442,3,56.69,0.0,170.07
312,192,91,1,38.57,0.0,38.57
313,193,181,1,1444.15,10.0,1299.74
314,193,254,1,1438.89,0.0,1438.89
315,194,203,1,478.27,5.0,454.36
316,195,150,1,17.37,0.0,17.37
317,196,290,2,315.74,5.0,599.91
318,197,462,3,75.57,0.0,226.71
319,198,288,2,61.31,5.0,116.49
320,198,462,2,75.57,0.0,151.14
321,198,321,2,625.61,15.0,1063.54
322,199,61,1,55.79,0.0,55.79
323,200,476,2,10.88,10.0,19.58
324,200,349,1,627.96,5.0,596.56
325,201,273,3,305.42,0.0,916.26
326,202,176,2,454.42,5.0,863.4
327,202,286,2,81.06,15.0,137.8
328,203,381,1,249.18,0.0,249.18
329,204,314,1,407.48,10.0,366.73
330,204,449,2,308.86,0.0,617.72
331,204,395,1,402.01,0.0,402.01
332,205,315,1,188.08,0.0,188.08
333,205,112,2,555.66,0.0,1111.32
334,205,90,1,668.91,0.0,668.91
335,206,307,1,1556.49,15.0,1323.02
336,206,277,1,529.9,0.0,529.9
337,207,4,1,442.16,5.0,420.05
338,208,310,1,241.34,5.0,229.27
339,208,420,4,272.81,5.0,1036.68
340,208,299,1,85.25,0.0,85.25
341,209,283,1,10.01,5.0,9.51
342,209,26,1,625.13,10.0,562.62
343,210,240,1,47.43,0.0,47.43
344,211,283,1,10.01,15.0,8.51
345,211,310,1,241.34,15.0,205.14
346,211,376,1,593.69,20.0,474.95
347,211,122,1,163.66,20.0,130.93
348,212,498,1,42.02,20.0,33.62
349,213,449,1,308.86,0.0,308.86
350,214,17,1,252.5,0.0,252.5
351,214,369,1,127.46,0.0,127.46
352,215,129,1,1306.47,15.0,1110.5
353,216,53,1,74.7,10.0,67.23
354,217,241,1,21.23,0.0,21.23
355,218,139,2,118.97,0.0,237.94
356,219,305,1,9.24,5.0,8.78
357,220,133,1,64.87,15.0,55.14
358,220,260,3,379.68,15.0,968.18
359,221,123,1,252.9,0.0,252.9
360,222,458,1,57.39,20.0,45.91
361,222,105,2,55.41,5.0,105.28
362,223,73,1,502.5,0.0,502.5
363,224,485,1,40.13,10.0,36.12
364,225,144,2,69.2,0.0,138.4
365,225,108,1,20.08,0.0,20.08
366,225,26,1,625.13,0.0,625.13
367,226,347,1,286.44,20.0,229.15
368,226,355,3,1309.95,0.0,3929.85
369,226,485,1,40.13,10.0,36.12
370,227,394,2,130.79,0.0,261.58
371,228,194,3,234.44,10.0,632.99
372,228,293,2,615.68,10.0,1108.22
373,229,279,1,1452.24,0.0,1452.24
374,229,93,1,80.91,5.0,76.86
375,230,408,1,74.23,0.0,74.23
376,230,251,2,118.08,5.0,224.35
377,231,90,4,668.91,0.0,2675.64
378,231,17,1,252.5,10.0,227.25
379,232,45,3,74.84,0.0,224.52
380,233,331,1,786.52,5.0,747.19
381,233,157,1,1461.43,5.0,1388.36
382,234,189,1,48.54,15.0,41.26
383,235,254,1,1438.89,0.0,1438.89
384,236,441,2,459.15,5.0,872.38
385,237,187,2,369.55,5.0,702.14
386,237,391,2,141.11,10.0,254.0
387,238,11,2,92.84,0.0,185.68
388,239,422,1,251.83,0.0,251.83
389,240,462,1,75.57,20.0,60.46
390,241,157,4,1461.43,15.0,4968.86
391,241,91,1,38.57,20.0,30.86
392,241,244,1,246.23,0.0,246.23
393,242,224,1,194.13,0.0,194.13
394,243,342,1,78.35,0.0,78.35
395,244,153,1,56.95,0.0,56.95
396,245,379,1,137.24,15.0,116.65
397,245,258,1,660.59,15.0,561.5
398,245,340,1,829.24,5.0,787.78
399,246,98,1,431.65,10.0,388.48
400,246,275,2,44.52,15.0,75.68
401,246,126,2,206.32,15.0,350.74
402,247,227,3,12.18,0.0,36.54
403,247,421,1,138.3,0.0,138.3
404,248,272,1,79.98,0.0,79.98
405,248,430,3,1481.93,0.0,4445.79
406,248,300,1,415.67,10.0,374.1
407,249,242,1,1596.8,10.0,1437.12
408,250,207,1,53.84,10.0,48.46
409,251,73,3,502.5,10.0,1356.75
410,252,89,4,627.48,15.0,2133.43
411,253,458,1,57.39,10.0,51.65
412,254,439,1,335.71,5.0,318.92
413,254,405,2,379.09,5.0,720.27
414,255,281,2,1774.4,10.0,3193.92
415,255,168,1,146.47,5.0,139.15
416,256,247,1,1645.76,10.0,1481.18
417,256,486,1,264.9,0.0,264.9
418,256,377,2,378.29,5.0,718.75
419,257,40,1,286.64,0.0,286.64
420,257,204,2,40.56,20.0,64.9
421,258,214,1,65.1,0.0,65.1
422,259,424,1,1606.31,0.0,1606.31
423,259,408,1,74.23,5.0,70.52
424,260,376,3,593.69,5.0,1692.02
425,261,487,1,191.3,15.0,162.61
426,261,38,1,244.65,5.0,232.42
427,262,257,1,26.68,5.0,25.35
428,263,5,2,187.84,10.0,338.11
429,263,406,1,93.99,5.0,89.29
430,263,60,1,95.0,15.0,80.75
431,264,404,1,479.85,10.0,431.86
432,265,486,3,264.9,0.0,794.7
433,266,312,2,325.56,5.0,618.56
434,266,221,1,1708.9,15.0,1452.56
435,267,378,1,43.56,0.0,43.56
436,267,463,1,24.09,0.0,24.09
437,268,486,1,264.9,15.0,225.16
438,269,323,2,68.93,0.0,137.86
439,269,77,1,1428.83,20.0,1143.06
440,269,131,2,342.25,0.0,684.5
441,270,84,2,930.57,0.0,1861.14
442,270,404,1,479.85,0.0,479.85
443,271,114,1,95.77,20.0,76.62
444,272,149,3,1158.39,0.0,3475.17
445,273,227,2,12.18,0.0,24.36
446,273,421,1,138.3,10.0,124.47
447,274,482,2,171.46,10.0,308.63
448,274,363,2,178.93,0.0,357.86
449,275,367,1,874.04,10.0,786.64
450,276,54,1,1365.74,5.0,1297.45
451,277,483,1,641.65,15.0,545.4
452,278,190,1,89.57,15.0,76.13
453,279,373,1,993.47,20.0,794.78
454,280,82,1,45.66,0.0,45.66
455,281,273,1,305.42,15.0,259.61
456,282,408,1,74.23,15.0,63.1
457,282,351,1,61.54,5.0,58.46
458,283,308,1,208.66,0.0,208.66
459,284,228,2,50.61,5.0,96.16
460,285,483,1,641.65,0.0,641.65
461,285,488,1,937.16,0.0,937.16
462,286,327,1,682.08,0.0,682.08
463,286,474,3,479.82,0.0,1439.46
464,287,209,1,252.08,15.0,214.27
465,288,170,2,300.25,0.0,600.5
466,289,465,1,1159.08,10.0,1043.17
467,289,351,1,61.54,15.0,52.31
468,289,257,1,26.68,20.0,21.34
469,290,13,1,190.21,0.0,190.21
470,291,127,1,1622.57,10.0,1460.31
471,292,3,1,146.92,0.0,146.92
472,292,25,1,386.15,20.0,308.92
473,293,217,1,304.35,0.0,304.35
474,294,67,2,242.9,0.0,485.8
475,294,10,1,231.98,5.0,220.38
476,295,43,1,446.0,20.0,356.8
477,295,413,2,323.18,0.0,646.36
478,296,36,4,160.32,5.0,609.22
479,296,337,4,168.86,10.0,607.9
480,297,17,1,252.5,10.0,227.25
481,297,459,4,57.57,10.0,207.25
482,298,287,1,50.41,0.0,50.41
483,299,40,1,286.64,0.0,286.64
484,299,320,1,1172.79,5.0,1114.15
485,300,489,1,134.09,20.0,107.27
486,300,152,2,361.43,0.0,722.86
487,300,392,1,76.0,5.0,72.2
488,301,15,1,286.6,5.0,272.27
489,301,255,1,1352.99,0.0,1352.99
490,301,148,2,191.4,5.0,363.66
491,301,335,1,1204.82,20.0,963.86
492,302,224,1,194.13,5.0,184.42
493,303,139,1,118.97,0.0,118.97
494,304,486,1,264.9,5.0,251.65
495,304,348,1,233.75,10.0,210.38
496,305,267,3,838.49,5.0,2389.7
497,305,349,1,627.96,0.0,627.96
498,306,350,1,1207.64,0.0,1207.64
499,307,375,2,75.51,0.0,151.02
500,307,5,1,187.84,15.0,159.66
501,307,488,2,937.16,5.0,1780.6
502,307,255,1,1352.99,0.0,1352.99
503,308,104,1,326.02,5.0,309.72
504,309,225,1,494.06,0.0,494.06
505,309,444,2,147.04,0.0,294.08
506,309,230,1,559.48,10.0,503.53
507,310,70,1,1589.08,20.0,1271.26
508,311,84,1,930.57,0.0,930.57
509,312,14,2,273.5,0.0,547.0
510,312,58,1,483.38,0.0,483.38
511,313,427,1,15.41,5.0,14.64
512,314,58,2,483.38,10.0,870.08
513,314,487,1,191.3,0.0,191.3
514,315,349,2,627.96,15.0,1067.53
515,316,227,2,12.18,0.0,24.36
516,317,470,1,784.8,0.0,784.8
517,318,396,1,53.99,5.0,51.29
518,319,34,2,339.45,10.0,611.01
519,320,360,1,27.46,0.0,27.46
520,320,355,2,1309.95,5.0,2488.9
521,321,98,1,431.65,10.0,388.48
522,322,388,1,1665.23,0.0,1665.23
523,322,297,1,324.66,0.0,324.66
524,322,231,1,1795.38,0.0,1795.38
525,323,116,1,203.48,20.0,162.78
526,323,168,1,146.47,5.0,139.15
527,324,129,1,1306.47,15.0,1110.5
528,325,347,2,286.44,0.0,572.88
529,325,78,1,248.82,5.0,236.38
530,326,59,1,27.13,0.0,27.13
531,327,2,2,491.51,5.0,933.87
532,327,359,2,353.04,10.0,635.47
533,327,417,1,22.66,10.0,20.39
534,328,245,3,32.94,20.0,79.06
535,329,42,4,1055.41,0.0,4221.64
536,330,443,1,238.95,0.0,238.95
537,331,42,1,1055.41,5.0,1002.64
538,331,436,1,109.62,20.0,87.7
539,332,213,1,981.8,10.0,883.62
540,332,400,1,17.66,0.0,17.66
541,333,280,3,60.79,0.0,182.37
542,333,480,2,29.17,0.0,58.34
543,333,86,2,219.75,0.0,439.5
544,334,256,1,478.39,5.0,454.47
545,335,392,1,76.0,10.0,68.4
546,335,282,2,246.1,5.0,467.59
547,336,266,1,157.02,0.0,157.02
548,336,241,3,21.23,0.0,63.69
549,336,404,1,479.85,0.0,479.85
550,337,111,1,166.54,10.0,149.89
551,338,363,1,178.93,0.0,178.93
552,338,182,3,71.39,0.0,214.17
553,339,370,2,543.4,10.0,978.12
554,340,478,1,91.06,5.0,86.51
555,340,26,1,625.13,0.0,625.13
556,340,418,3,424.02,10.0,1144.85
557,341,265,1,71.35,20.0,57.08
558,342,344,1,516.4,5.0,490.58
559,343,63,1,382.35,20.0,305.88
560,343,130,1,450.99,10.0,405.89
561,344,13,2,190.21,0.0,380.42
562,345,277,1,529.9,0.0,529.9
563,346,404,2,479.85,10.0,863.73
564,346,60,1,95.0,0.0,95.0
565,347,203,1,478.27,10.0,430.44
566,347,72,1,70.84,0.0,70.84
567,348,487,1,191.3,0.0,191.3
568,349,46,1,116.3,10.0,104.67
569,350,49,1,945.92,0.0,945.92
570,351,450,1,450.61,10.0,405.55
571,351,59,1,27.13,0.0,27.13
572,352,126,1,206.32,0.0,206.32
573,353,228,1,50.61,10.0,45.55
574,354,218,1,37.84,0.0,37.84
575,354,134,3,39.84,10.0,107.57
576,354,432,1,19.33,20.0,15.46
577,355,481,1,106.76,20.0,85.41
578,355,86,2,219.75,0.0,439.5
579,356,213,1,981.8,0.0,981.8
580,356,454,1,388.77,0.0,388.77
581,357,241,1,21.23,20.0,16.98
582,358,63,1,382.35,5.0,363.23
583,358,420,1,272.81,0.0,272.81
584,358,134,1,39.84,0.0,39.84
585,359,236,1,198.33,5.0,188.41
586,359,403,1,1556.53,10.0,1400.88
587,360,163,1,336.08,0.0,336.08
588,360,117,1,157.5,15.0,133.88
589,361,289,1,19.79,0.0,19.79
590,362,216,1,440.47,20.0,352.38
591,363,239,1,256.66,0.0,256.66
592,363,16,1,1772.37,0.0,1772.37
593,363,251,1,118.08,0.0,118.08
594,364,429,1,20.14,0.0,20.14
595,365,371,1,18.39,0.0,18.39
596,365,244,1,246.23,5.0,233.92
597,366,283,1,10.01,5.0,9.51
598,366,332,1,1326.91,5.0,1260.56
599,367,461,4,57.02,10.0,205.27
600,367,384,3,307.25,10.0,829.58
601,367,333,3,219.17,5.0,624.63
602,368,284,4,1420.88,0.0,5683.52
603,369,38,4,244.65,0.0,978.6
604,370,493,3,151.68,0.0,455.04
605,371,360,1,27.46,5.0,26.09
606,372,486,1,264.9,15.0,225.16
607,373,298,1,274.34,5.0,260.62
608,373,432,2,19.33,0.0,38.66
609,374,398,1,184.42,0.0,184.42
610,374,359,2,353.04,10.0,635.47
611,374,467,1,22.29,5.0,21.18
612,375,393,1,1653.2,0.0,1653.2
613,375,291,1,45.69,10.0,41.12
614,375,92,2,11.68,0.0,23.36
615,376,336,1,113.75,0.0,113.75
616,376,174,2,277.37,10.0,499.27
617,377,473,1,132.49,0.0,132.49
618,377,404,1,479.85,0.0,479.85
619,377,396,1,53.99,0.0,53.99
620,378,410,1,184.94,0.0,184.94
621,379,393,1,1653.2,0.0,1653.2
622,380,142,1,499.83,0.0,499.83
623,380,368,2,609.87,0.0,1219.74
624,381,256,1,478.39,5.0,454.47
625,382,294,1,370.51,5.0,351.98
626,383,414,1,53.73,20.0,42.98
627,383,55,4,108.5,5.0,412.3
628,384,436,1,109.62,0.0,109.62
629,384,230,1,559.48,0.0,559.48
630,384,390,1,291.33,5.0,276.76
631,385,337,1,168.86,5.0,160.42
632,385,2,1,491.51,0.0,491.51
633,385,163,1,336.08,5.0,319.28
634,385,495,1,391.6,20.0,313.28
635,386,399,1,1128.83,0.0,1128.83
636,387,418,1,424.02,10.0,381.62
637,388,393,1,1653.2,5.0,1570.54
638,388,444,1,147.04,0.0,147.04
639,389,159,1,183.67,0.0,183.67
640,389,350,1,1207.64,15.0,1026.49
641,390,49,1,945.92,0.0,945.92
642,391,91,2,38.57,10.0,69.43
643,392,325,1,47.55,20.0,38.04
644,392,299,1,85.25,0.0,85.25
645,393,185,1,885.01,10.0,796.51
646,394,92,3,11.68,0.0,35.04
647,394,275,1,44.52,0.0,44.52
648,395,450,4,450.61,0.0,1802.44
649,395,82,1,45.66,0.0,45.66
650,396,51,2,64.03,10.0,115.25
651,397,189,2,48.54,5.0,92.23
652,398,372,1,542.48,15.0,461.11
653,398,404,3,479.85,5.0,1367.57
654,399,416,1,36.86,0.0,36.86
655,399,369,2,127.46,0.0,254.92
656,400,170,1,300.25,0.0,300.25
657,400,451,2,13.27,10.0,23.89
658,401,448,1,1468.47,10.0,1321.62
659,402,216,1,440.47,0.0,440.47
660,402,177,2,38.07,0.0,76.14
661,402,449,2,308.86,5.0,586.83
662,403,125,3,46.97,10.0,126.82
663,404,471,4,10.12,5.0,38.46
664,404,49,4,945.92,0.0,3783.68
665,405,191,2,567.65,0.0,1135.3
666,405,177,1,38.07,0.0,38.07
667,405,54,1,1365.74,10.0,1229.17
668,406,358,1,230.46,0.0,230.46
669,406,341,1,629.81,0.0,629.81
670,407,65,1,419.96,0.0,419.96
671,408,373,1,993.47,0.0,993.47
672,409,282,1,246.1,0.0,246.1
673,409,18,1,99.04,15.0,84.18
674,410,497,2,489.09,0.0,978.18
675,411,194,1,234.44,5.0,222.72
676,412,375,2,75.51,15.0,128.37
677,412,473,2,132.49,0.0,264.98
678,413,21,2,48.25,15.0,82.02
679,413,2,4,491.51,0.0,1966.04
680,413,259,1,1032.64,5.0,981.01
681,414,173,1,178.92,15.0,152.08
682,414,134,3,39.84,5.0,113.54
683,415,456,1,45.29,0.0,45.29
684,415,415,1,120.44,15.0,102.37
685,416,100,1,214.42,5.0,203.7
686,416,122,2,163.66,5.0,310.95
