product_id,product_name,category,subcategory,unit_price
61,Fiction Product 061,Books,Fiction,55.79
62,Headphones Product 062,Electronics,Headphones,
63,Laptop Product 063,Electronics,Laptop,382.35
64,Laptop Product 064,Electronics,Laptop,625.41
65,Desk Product 065,Home,Desk,419.96
66,Shoes Product 066,Fashion,Shoes,299.9
67,Jeans Product 067,Fashion,Jeans,242.9
68,Technology Product 068,Books,Technology,74.27
69,Cookware Product 069,Home,Cookware,479.01
70,Headphones Product 070,Electronics,Headphones,1589.08
71,Monitor Product 071,Electronics,Monitor,952.12
72,Fitness Product 072,Sports,Fitness,70.84
73,Desk Product 073,Home,Desk,502.5
74,Lamp Product 074,Home,Lamp,429.0
75,Monitor Product 075,Electronics,Monitor,914.8
76,Fitness Product 076,Sports,Fitness,144.75
77,Tablet Product 077,Electronics,Tablet,1428.83
78,Jacket Product 078,Fashion,Jacket,248.82
79,Laptop Product 079,Electronics,Laptop,706.4
80,Smartphone Product 080,Electronics,Smartphone,1675.76
81,Technology Product 081,Books,Technology,32.73
82,Shirt Product 082,Fashion,Shirt,45.66
83,Fiction Product 083,Books,Fiction,17.49
84,Laptop Product 084,Electronics,Laptop,930.57
85,Cricket Product 085,Sports,Cricket,49.13
86,Bag Product 086,Fashion,Bag,219.75
87,Running Product 087,Sports,Running,399.6
88,Monitor Product 088,Electronics,Monitor,1025.09
89,Lamp Product 089,Home,Lamp,627.48
90,Chair Product 090,Home,Chair,668.91
91,History Product 091,Books,History,38.57
92,Business Product 092,Books,Business,11.68
93,Jacket Product 093,Fashion,Jacket,80.91
94,Monitor Product 094,Electronics,Monitor,1211.1
95,Smartphone Product 095,Electronics,Smartphone,777.95
96,Headphones Product 096,Electronics,Headphones,1258.22
97,Running Product 097,Sports,Running,336.7
98,Cookware Product 098,Home,Cookware,431.65
99,Headphones Product 099,Electronics,Headphones,351.47
100,Vacuum Cleaner Product 100,Home,Vacuum Cleaner,214.42
101,Tablet Product 101,Electronics,Tablet,729.92
102,Football Product 102,Sports,Football,413.96
103,Chair Product 103,Home,Chair,483.91
104,Fitness Product 104,Sports,Fitness,326.02
105,History Product 105,Books,History,55.41
106,Jacket Product 106,Fashion,Jacket,158.41
107,Shoes Product 107,Fashion,Shoes,26.3
108,Business Product 108,Books,Business,20.08
109,History Product 109,Books,History,15.52
110,Smartphone Product 110,Electronics,Smartphone,190.07
111,Fitness Product 111,Sports,Fitness,166.54
112,Cookware Product 112,Home,Cookware,555.66
113,Desk Product 113,Home,Desk,
114,Chair Product 114,Home,Chair,95.77
115,Science Product 115,Books,Science,14.32
116,Cookware Product 116,Home,Cookware,203.48
117,Cookware Product 117,Home,Cookware,157.5
118,Monitor Product 118,Electronics,Monitor,104.01
119,Cookware Product 119,Home,Cookware,208.02
120,Laptop Product 120,Electronics,Laptop,1793.63
121,Football Product 121,Sports,Football,174.88
122,Vacuum Cleaner Product 122,Home,Vacuum Cleaner,163.66
123,Cricket Product 123,Sports,Cricket,252.9
124,History Product 124,Books,History,22.2
125,Business Product 125,Books,Business,46.97
126,Fitness Product 126,Sports,Fitness,206.32
127,Smartphone Product 127,Electronics,Smartphone,1622.57
128,Bag Product 128,Fashion,Bag,279.46
129,Headphones Product 129,Electronics,Headphones,1306.47
130,Tablet Product 130,Electronics,Tablet,450.99
131,Cookware Product 131,Home,Cookware,342.25
132,Fiction Product 132,Books,Fiction,27.91
133,History Product 133,Books,History,64.87
134,Lamp Product 134,Home,Lamp,39.84
135,Fiction Product 135,Books,Fiction,54.69
136,Headphones Product 136,Electronics,Headphones,635.95
137,Monitor Product 137,Electronics,Monitor,907.33
138,Monitor Product 138,Electronics,Monitor,635.55
139,Shoes Product 139,Fashion,Shoes,118.97
140,Bag Product 140,Fashion,Bag,207.19
141,Desk Product 141,Home,Desk,
142,Headphones Product 142,Electronics,Headphones,499.83
143,Bag Product 143,Fashion,Bag,27.44
144,Fiction Product 144,Books,Fiction,69.2
145,Headphones Product 145,Electronics,Headphones,926.77
146,Business Product 146,Books,Business,51.4
147,Jeans Product 147,Fashion,Jeans,154.22
148,Jeans Product 148,Fashion,Jeans,191.4
149,Monitor Product 149,Electronics,Monitor,1158.39
150,Cricket Product 150,Sports,Cricket,17.37
151,Jacket Product 151,Fashion,Jacket,166.98
152,Chair Product 152,Home,Chair,
153,Camping Product 153,Sports,Camping,56.95
154,Cricket Product 154,Sports,Cricket,375.48
155,Business Product 155,Books,Business,22.69
156,Science Product 156,Books,Science,9.09
157,Monitor Product 157,Electronics,Monitor,1461.43
158,Fiction Product 158,Books,Fiction,69.88
159,Cookware Product 159,Home,Cookware,183.67
160,Cricket Product 160,Sports,Cricket,346.9
161,Lamp Product 161,Home,Lamp,23.37
162,Smartphone Product 162,Electronics,Smartphone,1320.38
163,Cookware Product 163,Home,Cookware,336.08
164,Business Product 164,Books,Business,64.44
165,Shirt Product 165,Fashion,Shirt,127.01
166,Fiction Product 166,Books,Fiction,31.33
167,Monitor Product 167,Electronics,Monitor,
168,Smartphone Product 168,Electronics,Smartphone,146.47
169,Jacket Product 169,Fashion,Jacket,68.34
170,Cookware Product 170,Home,Cookware,300.25
171,History Product 171,Books,History,49.73
172,Football Product 172,Sports,Football,12.51
173,Shoes Product 173,Fashion,Shoes,178.92
174,Chair Product 174,Home,Chair,277.37
175,Bag Product 175,Fashion,Bag,194.55
176,Fitness Product 176,Sports,Fitness,454.42
177,History Product 177,Books,History,38.07
178,Fiction Product 178,Books,Fiction,46.59
179,Cookware Product 179,Home,Cookware,334.7
180,Fiction Product 180,Books,Fiction,13.89
181,Smartphone Product 181,Electronics,Smartphone,1444.15
182,Business Product 182,Books,Business,71.39
183,Cricket Product 183,Sports,Cricket,407.62
184,Cricket Product 184,Sports,Cricket,474.32
185,Smartphone Product 185,Electronics,Smartphone,885.01
186,Business Product 186,Books,Business,53.92
187,Laptop Product 187,Electronics,Laptop,369.55
188,Bag Product 188,Fashion,Bag,293.39
189,Science Product 189,Books,Science,48.54
190,Jacket Product 190,Fashion,Jacket,89.57
191,Cookware Product 191,Home,Cookware,567.65
192,Business Product 192,Books,Business,48.99
193,Jacket Product 193,Fashion,Jacket,285.66
194,Bag Product 194,Fashion,Bag,234.44
195,Jacket Product 195,Fashion,Jacket,265.02
196,Business Product 196,Books,Business,46.0
197,Lamp Product 197,Home,Lamp,371.77
198,Monitor Product 198,Electronics,Monitor,1382.6
199,Jeans Product 199,Fashion,Jeans,44.93
200,Business Product 200,Books,Business,9.05
201,Chair Product 201,Home,Chair,688.92
202,Monitor Product 202,Electronics,Monitor,1656.03
203,Fitness Product 203,Sports,Fitness,478.27
204,Camping Product 204,Sports,Camping,40.56
205,Bag Product 205,Fashion,Bag,91.75
206,Fiction Product 206,Books,Fiction,72.62
207,Camping Product 207,Sports,Camping,53.84
208,Bag Product 208,Fashion,Bag,143.66
209,Vacuum Cleaner Product 209,Home,Vacuum Cleaner,252.08
210,Jacket Product 210,Fashion,Jacket,265.76
211,Cricket Product 211,Sports,Cricket,263.86
212,Science Product 212,Books,Science,26.78
213,Tablet Product 213,Electronics,Tablet,981.8
214,Fitness Product 214,Sports,Fitness,65.1
215,History Product 215,Books,History,59.84
216,Desk Product 216,Home,Desk,440.47
217,Camping Product 217,Sports,Camping,304.35
218,Fiction Product 218,Books,Fiction,37.84
219,History Product 219,Books,History,27.07
220,Camping Product 220,Sports,Camping,42.04
221,Monitor Product 221,Electronics,Monitor,1708.9
222,Science Product 222,Books,Science,36.24
223,Lamp Product 223,Home,Lamp,357.23
224,Camping Product 224,Sports,Camping,194.13
225,Football Product 225,Sports,Football,494.06
226,Technology Product 226,Books,Technology,64.71
227,Fiction Product 227,Books,Fiction,
228,Technology Product 228,Books,Technology,50.61
229,Lamp Product 229,Home,Lamp,349.55
230,Desk Product 230,Home,Desk,559.48
231,Headphones Product 231,Electronics,Headphones,1795.38
232,Technology Product 232,Books,Technology,60.82
233,Shoes Product 233,Fashion,Shoes,261.5
234,Jacket Product 234,Fashion,Jacket,158.25
235,Desk Product 235,Home,Desk,274.05
236,Bag Product 236,Fashion,Bag,
237,Vacuum Cleaner Product 237,Home,Vacuum Cleaner,529.6
238,Camping Product 238,Sports,Camping,121.49
239,Football Product 239,Sports,Football,256.66
240,Jacket Product 240,Fashion,Jacket,47.43
241,Science Product 241,Books,Science,21.23
242,Laptop Product 242,Electronics,Laptop,1596.8
243,Laptop Product 243,Electronics,Laptop,328.94
244,Jeans Product 244,Fashion,Jeans,246.23
245,Fiction Product 245,Books,Fiction,32.94
246,Monitor Product 246,Electronics,Monitor,1221.26
247,Headphones Product 247,Electronics,Headphones,1645.76
248,Jeans Product 248,Fashion,Jeans,237.56
249,Monitor Product 249,Electronics,Monitor,1500.62
250,Lamp Product 250,Home,Lamp,197.58
251,Jacket Product 251,Fashion,Jacket,118.08
252,Football Product 252,Sports,Football,369.07
253,Vacuum Cleaner Product 253,Home,Vacuum Cleaner,548.52
254,Smartphone Product 254,Electronics,Smartphone,1438.89
255,Tablet Product 255,Electronics,Tablet,1352.99
256,Tablet Product 256,Electronics,Tablet,478.39
257,Science Product 257,Books,Science,26.68
258,Cookware Product 258,Home,Cookware,660.59
259,Smartphone Product 259,Electronics,Smartphone,1032.64
260,Camping Product 260,Sports,Camping,379.68
261,Business Product 261,Books,Business,49.94
262,Laptop Product 262,Electronics,Laptop,1670.14
263,Cookware Product 263,Home,Cookware,610.77
264,Fitness Product 264,Sports,Fitness,138.07
265,Technology Product 265,Books,Technology,71.35
266,Cricket Product 266,Sports,Cricket,157.02
267,Smartphone Product 267,Electronics,Smartphone,838.49
268,History Product 268,Books,History,68.84
269,Monitor Product 269,Electronics,Monitor,637.31
270,Desk Product 270,Home,Desk,217.72
271,Science Product 271,Books,Science,55.15
272,Science Product 272,Books,Science,79.98
273,Smartphone Product 273,Electronics,Smartphone,305.42
274,Smartphone Product 274,Electronics,Smartphone,1285.82
275,Technology Product 275,Books,Technology,44.52
276,Smartphone Product 276,Electronics,Smartphone,786.26
277,Vacuum Cleaner Product 277,Home,Vacuum Cleaner,529.9
278,Smartphone Product 278,Electronics,Smartphone,1034.32
279,Tablet Product 279,Electronics,Tablet,1452.24
280,Business Product 280,Books,Business,60.79
281,Smartphone Product 281,Electronics,Smartphone,1774.4
282,Bag Product 282,Fashion,Bag,246.1
283,Fiction Product 283,Books,Fiction,10.01
284,Tablet Product 284,Electronics,Tablet,1420.88
285,Shirt Product 285,Fashion,Shirt,200.17
286,Cookware Product 286,Home,Cookware,81.06
287,Technology Product 287,Books,Technology,50.41
288,Business Product 288,Books,Business,61.31
289,History Product 289,Books,History,19.79
290,Cookware Product 290,Home,Cookware,315.74
291,Technology Product 291,Books,Technology,45.69
292,Shirt Product 292,Fashion,Shirt,132.75
293,Desk Product 293,Home,Desk,615.68
294,Tablet Product 294,Electronics,Tablet,370.51
295,Headphones Product 295,Electronics,Headphones,1407.08
296,Cookware Product 296,Home,Cookware,549.1
297,Lamp Product 297,Home,Lamp,324.66
298,Fitness Product 298,Sports,Fitness,274.34
299,Football Product 299,Sports,Football,85.25
300,Smartphone Product 300,Electronics,Smartphone,415.67
301,Running Product 301,Sports,Running,270.52
302,Technology Product 302,Books,Technology,21.85
303,Shoes Product 303,Fashion,Shoes,244.84
304,Cricket Product 304,Sports,Cricket,311.95
305,Science Product 305,Books,Science,9.24
306,Bag Product 306,Fashion,Bag,116.99
307,Monitor Product 307,Electronics,Monitor,1556.49
308,Cookware Product 308,Home,Cookware,208.66
309,Camping Product 309,Sports,Camping,362.66
310,Headphones Product 310,Electronics,Headphones,241.34
311,Smartphone Product 311,Electronics,Smartphone,1680.52
312,Lamp Product 312,Home,Lamp,325.56
313,Bag Product 313,Fashion,Bag,155.1
314,Cookware Product 314,Home,Cookware,407.48
315,Cricket Product 315,Sports,Cricket,188.08
316,Desk Product 316,Home,Desk,513.19
317,Camping Product 317,Sports,Camping,17.15
318,Shirt Product 318,Fashion,Shirt,61.23
319,Bag Product 319,Fashion,Bag,68.81
320,Monitor Product 320,Electronics,Monitor,1172.79
321,Vacuum Cleaner Product 321,Home,Vacuum Cleaner,625.61
322,Cricket Product 322,Sports,Cricket,41.18
323,Science Product 323,Books,Science,68.93
324,Desk Product 324,Home,Desk,577.27
325,Football Product 325,Sports,Football,47.55
326,Business Product 326,Books,Business,15.74
327,Tablet Product 327,Electronics,Tablet,682.08
328,Shoes Product 328,Fashion,Shoes,47.68
329,Fiction Product 329,Books,Fiction,61.87
330,History Product 330,Books,History,42.81
331,Tablet Product 331,Electronics,Tablet,786.52
332,Tablet Product 332,Electronics,Tablet,1326.91
333,Vacuum Cleaner Product 333,Home,Vacuum Cleaner,219.17
334,Vacuum Cleaner Product 334,Home,Vacuum Cleaner,612.64
335,Tablet Product 335,Electronics,Tablet,1204.82
336,Bag Product 336,Fashion,Bag,113.75
337,Jeans Product 337,Fashion,Jeans,168.86
338,Laptop Product 338,Electronics,Laptop,526.25
339,Jacket Product 339,Fashion,Jacket,295.72
340,Laptop Product 340,Electronics,Laptop,829.24
341,Lamp Product 341,Home,Lamp,629.81
342,Science Product 342,Books,Science,78.35
343,Cricket Product 343,Sports,Cricket,272.54
344,Chair Product 344,Home,Chair,516.4
345,Running Product 345,Sports,Running,290.4
346,Camping Product 346,Sports,Camping,54.87
347,Bag Product 347,Fashion,Bag,286.44
348,Football Product 348,Sports,Football,233.75
349,Lamp Product 349,Home,Lamp,627.96
350,Headphones Product 350,Electronics,Headphones,1207.64
351,Fitness Product 351,Sports,Fitness,61.54
352,Jeans Product 352,Fashion,Jeans,133.86
353,Lamp Product 353,Home,Lamp,153.18
354,Tablet Product 354,Electronics,Tablet,372.16
355,Tablet Product 355,Electronics,Tablet,1309.95
356,Monitor Product 356,Electronics,Monitor,131.63
357,Headphones Product 357,Electronics,Headphones,1741.76
358,Fitness Product 358,Sports,Fitness,230.46
359,Vacuum Cleaner Product 359,Home,Vacuum Cleaner,353.04
360,Technology Product 360,Books,Technology,27.46
361,Tablet Product 361,Electronics,Tablet,227.26
362,Lamp Product 362,Home,Lamp,420.01
363,Football Product 363,Sports,Football,178.93
364,Monitor Product 364,Electronics,Monitor,1153.4
365,Desk Product 365,Home,Desk,397.92
366,Business Product 366,Books,Business,21.27
367,Tablet Product 367,Electronics,Tablet,874.04
368,Monitor Product 368,Electronics,Monitor,609.87
369,Running Product 369,Sports,Running,127.46
370,Chair Product 370,Home,Chair,543.4
371,Bag Product 371,Fashion,Bag,18.39
372,Laptop Product 372,Electronics,Laptop,542.48
373,Smartphone Product 373,Electronics,Smartphone,993.47
374,Vacuum Cleaner Product 374,Home,Vacuum Cleaner,343.78
375,Fiction Product 375,Books,Fiction,75.51
376,Desk Product 376,Home,Desk,593.69
377,Football Product 377,Sports,Football,378.29
378,Science Product 378,Books,Science,43.56
379,Bag Product 379,Fashion,Bag,137.24
380,Lamp Product 380,Home,Lamp,44.87
381,Bag Product 381,Fashion,Bag,249.18
382,History Product 382,Books,History,37.3
383,Tablet Product 383,Electronics,Tablet,632.06
384,Football Product 384,Sports,Football,307.25
385,Shoes Product 385,Fashion,Shoes,229.93
386,Cricket Product 386,Sports,Cricket,266.3
387,Running Product 387,Sports,Running,83.3
388,Tablet Product 388,Electronics,Tablet,1665.23
389,Desk Product 389,Home,Desk,96.74
390,Jeans Product 390,Fashion,Jeans,291.33
391,Shirt Product 391,Fashion,Shirt,141.11
392,Business Product 392,Books,Business,76.0
393,Monitor Product 393,Electronics,Monitor,1653.2
394,Shoes Product 394,Fashion,Shoes,130.79
395,Football Product 395,Sports,Football,402.01
396,Fitness Product 396,Sports,Fitness,
397,Monitor Product 397,Electronics,Monitor,222.3
398,Camping Product 398,Sports,Camping,184.42
399,Monitor Product 399,Electronics,Monitor,1128.83
400,Jeans Product 400,Fashion,Jeans,17.66
401,Lamp Product 401,Home,Lamp,
402,Bag Product 402,Fashion,Bag,293.06
403,Tablet Product 403,Electronics,Tablet,1556.53
404,Tablet Product 404,Electronics,Tablet,479.85
405,Vacuum Cleaner Product 405,Home,Vacuum Cleaner,379.09
406,Fitness Product 406,Sports,Fitness,93.99
407,Bag Product 407,Fashion,Bag,90.03
408,Science Product 408,Books,Science,74.23
409,Science Product 409,Books,Science,79.83
410,Cookware Product 410,Home,Cookware,
411,Smartphone Product 411,Electronics,Smartphone,444.76
412,Tablet Product 412,Electronics,Tablet,740.24
413,Desk Product 413,Home,Desk,323.18
414,Running Product 414,Sports,Running,53.73
415,Vacuum Cleaner Product 415,Home,Vacuum Cleaner,120.44
416,Fiction Product 416,Books,Fiction,36.86
417,Technology Product 417,Books,Technology,22.66
418,Camping Product 418,Sports,Camping,424.02
419,Desk Product 419,Home,Desk,531.05
420,Running Product 420,Sports,Running,272.81
421,Jacket Product 421,Fashion,Jacket,138.3
422,Bag Product 422,Fashion,Bag,251.83
423,Business Product 423,Books,Business,17.45
424,Headphones Product 424,Electronics,Headphones,1606.31
425,Fiction Product 425,Books,Fiction,8.68
426,Jacket Product 426,Fashion,Jacket,278.17
427,Business Product 427,Books,Business,15.41
428,Running Product 428,Sports,Running,407.93
429,Jeans Product 429,Fashion,Jeans,20.14
430,Monitor Product 430,Electronics,Monitor,1481.93
431,Lamp Product 431,Home,Lamp,417.17
432,Football Product 432,Sports,Football,19.33
433,Shoes Product 433,Fashion,Shoes,235.65
434,Fitness Product 434,Sports,Fitness,59.76
435,Vacuum Cleaner Product 435,Home,Vacuum Cleaner,387.14
436,Jeans Product 436,Fashion,Jeans,109.62
437,Camping Product 437,Sports,Camping,381.99
438,History Product 438,Books,History,68.99
439,Chair Product 439,Home,Chair,335.71
440,Smartphone Product 440,Electronics,Smartphone,1383.66
441,Fitness Product 441,Sports,Fitness,459.15
442,Technology Product 442,Books,Technology,56.69
443,Vacuum Cleaner Product 443,Home,Vacuum Cleaner,238.95
444,Jacket Product 444,Fashion,Jacket,147.04
445,Smartphone Product 445,Electronics,Smartphone,475.6
446,Desk Product 446,Home,Desk,331.72
447,Laptop Product 447,Electronics,Laptop,502.93
448,Smartphone Product 448,Electronics,Smartphone,1468.47
449,Cricket Product 449,Sports,Cricket,308.86
450,Lamp Product 450,Home,Lamp,450.61
451,History Product 451,Books,History,13.27
452,Jeans Product 452,Fashion,Jeans,15.42
453,Smartphone Product 453,Electronics,Smartphone,1437.4
454,Lamp Product 454,Home,Lamp,388.77
455,Monitor Product 455,Electronics,Monitor,1682.27
456,Technology Product 456,Books,Technology,45.29
457,Fitness Product 457,Sports,Fitness,115.19
458,History Product 458,Books,History,57.39
459,Fiction Product 459,Books,Fiction,57.57
460,Fitness Product 460,Sports,Fitness,42.11
461,Science Product 461,Books,Science,57.02
462,Jeans Product 462,Fashion,Jeans,75.57
463,History Product 463,Books,History,24.09
464,Desk Product 464,Home,Desk,41.36
465,Headphones Product 465,Electronics,Headphones,1159.08
466,History Product 466,Books,History,59.88
467,History Product 467,Books,History,22.29
468,Tablet Product 468,Electronics,Tablet,1443.17
469,Running Product 469,Sports,Running,383.4
470,Laptop Product 470,Electronics,Laptop,784.8
471,Technology Product 471,Books,Technology,10.12
472,Running Product 472,Sports,Running,147.29
473,Desk Product 473,Home,Desk,132.49
474,Running Product 474,Sports,Running,479.82
475,Business Product 475,Books,Business,66.33
476,Business Product 476,Books,Business,10.88
477,Cricket Product 477,Sports,Cricket,261.6
478,Jeans Product 478,Fashion,Jeans,91.06
479,Jacket Product 479,Fashion,Jacket,24.15
480,Technology Product 480,Books,Technology,29.17
481,Desk Product 481,Home,Desk,106.76
482,Lamp Product 482,Home,Lamp,171.46
483,Monitor Product 483,Electronics,Monitor,641.65
484,Vacuum Cleaner Product 484,Home,Vacuum Cleaner,298.05
485,Technology Product 485,Books,Technology,40.13
486,Football Product 486,Sports,Football,264.9
487,Camping Product 487,Sports,Camping,191.3
488,Smartphone Product 488,Electronics,Smartphone,937.16
489,Bag Product 489,Fashion,Bag,134.09
490,Shirt Product 490,Fashion,Shirt,289.87
491,Laptop Product 491,Electronics,Laptop,196.34
492,Bag Product 492,Fashion,Bag,182.0
493,Chair Product 493,Home,Chair,151.68
494,Football Product 494,Sports,Football,193.96
495,Cookware Product 495,Home,Cookware,391.6
496,Fiction Product 496,Books,Fiction,61.99
497,Football Product 497,Sports,Football,489.09
498,Science Product 498,Books,Science,42.02
499,Tablet Product 499,Electronics,Tablet,522.0
500,Cookware Product 500,Home,Cookware,558.27
