student_id,weekly_self_study_hours,attendance_percentage,class_participation,total_score,grade,performance_category,study_efficiency
874,9.9,97.1,6.2,61.4,C,Needs Improvement,6.2020202020202015
875,14.8,88.1,6.2,65.0,C,Needs Improvement,4.391891891891892
877,11.4,95.3,7.9,58.1,C,Needs Improvement,5.0964912280701755
882,11.3,89.6,7.6,63.2,C,Needs Improvement,5.592920353982301
883,11.6,96.5,5.4,65.5,C,Needs Improvement,5.6465517241379315
900,9.3,71.1,7.3,76.5,B,Average,8.225806451612902
907,5.5,79.6,4.5,79.2,B,Average,14.4
919,11.9,69.5,5.1,85.6,A,Good,7.193277310924369
922,7.8,90.0,8.9,66.2,C,Needs Improvement,8.487179487179487
924,10.1,92.1,9.8,69.3,C,Needs Improvement,6.861386138613861
926,4.3,80.2,6.1,65.2,C,Needs Improvement,15.16279069767442
928,17.6,69.1,4.6,88.5,A,Good,5.028409090909091
931,11.1,60.5,6.5,86.6,A,Good,7.801801801801801
933,4.9,67.1,2.1,54.9,D,Needs Improvement,11.204081632653061
934,0.0,86.7,6.2,51.7,D,Needs Improvement,0.0
937,7.9,87.5,4.1,59.6,C,Needs Improvement,7.544303797468355
938,20.0,68.2,6.2,100.0,A,Excellent,5.0
941,6.0,90.4,7.9,53.3,D,Needs Improvement,8.883333333333333
946,7.5,88.7,7.8,73.3,B,Average,9.773333333333333
947,4.3,97.0,9.2,64.4,C,Needs Improvement,14.976744186046513
953,6.2,70.0,8.0,62.4,C,Needs Improvement,10.064516129032258
956,22.8,68.9,7.1,100.0,A,Excellent,4.385964912280701
967,10.3,81.8,5.5,44.7,D,Needs Improvement,4.339805825242719
970,5.0,82.1,4.1,59.9,C,Needs Improvement,11.98
974,10.4,75.6,2.6,67.9,C,Needs Improvement,6.528846153846154
975,11.9,79.5,5.3,62.4,C,Needs Improvement,5.243697478991597
976,1.8,77.2,8.7,60.3,C,Needs Improvement,33.5
977,11.8,67.7,5.7,74.4,B,Average,6.305084745762712
978,0.0,95.6,3.0,35.8,F,Needs Improvement,0.0
979,3.9,68.8,7.7,58.1,C,Needs Improvement,14.897435897435898
982,18.0,69.7,6.6,100.0,A,Excellent,5.555555555555555
983,8.2,75.1,6.0,63.8,C,Needs Improvement,7.7804878048780495
986,6.9,85.0,5.8,68.2,C,Needs Improvement,9.884057971014492
991,16.5,50.0,6.0,98.9,A,Excellent,5.993939393939394
992,0.7,97.8,5.4,61.8,C,Needs Improvement,88.28571428571429
995,8.0,94.0,5.4,66.2,C,Needs Improvement,8.275
1013,29.5,67.6,7.5,100.0,A,Excellent,3.389830508474576
1017,10.4,79.5,3.8,66.1,C,Needs Improvement,6.35576923076923
1018,11.6,88.9,6.0,64.1,C,Needs Improvement,5.525862068965517
1021,18.7,68.3,2.2,84.7,B,Good,4.529411764705882
1023,14.8,58.4,6.7,86.1,A,Good,5.817567567567567
1030,7.8,65.5,7.7,63.5,C,Needs Improvement,8.14102564102564
1032,3.3,85.1,7.1,61.4,C,Needs Improvement,18.606060606060606
1037,6.4,89.1,9.9,74.2,B,Average,11.59375
1038,4.7,96.1,5.5,65.2,C,Needs Improvement,13.872340425531915
1048,4.0,89.6,2.4,54.5,D,Needs Improvement,13.625
1057,14.8,87.7,10.0,65.2,C,Needs Improvement,4.405405405405405
1062,0.0,83.7,9.7,58.7,C,Needs Improvement,0.0
1064,2.8,75.9,8.6,50.2,D,Needs Improvement,17.92857142857143
1066,7.2,73.1,5.8,75.7,B,Average,10.51388888888889
1067,5.9,76.5,4.9,68.9,C,Needs Improvement,11.677966101694915
1074,6.0,81.1,6.5,71.5,B,Average,11.916666666666666
1077,4.1,82.3,6.1,53.6,D,Needs Improvement,13.073170731707318
1081,12.6,67.5,2.7,90.5,A,Excellent,7.182539682539683
1084,29.5,62.3,7.7,100.0,A,Excellent,3.389830508474576
1090,13.6,80.6,8.7,65.8,C,Needs Improvement,4.838235294117647
1094,15.4,64.1,1.9,86.1,A,Good,5.590909090909091
1096,14.4,69.9,6.2,82.3,B,Good,5.715277777777778
1098,1.0,95.3,8.4,50.4,D,Needs Improvement,50.4
1100,17.4,68.2,6.6,100.0,A,Excellent,5.74712643678161
1102,0.0,84.2,7.6,60.7,C,Needs Improvement,0.0
1106,7.7,87.2,6.8,73.3,B,Average,9.519480519480519
1108,7.6,100.0,3.4,71.2,B,Average,9.36842105263158
1124,7.0,87.0,5.9,58.2,C,Needs Improvement,8.314285714285715
1126,7.0,82.7,4.8,78.1,B,Average,11.157142857142857
1128,9.7,80.0,9.6,89.7,A,Good,9.247422680412372
1134,18.2,63.2,5.5,62.8,C,Needs Improvement,3.4505494505494507
1138,6.4,78.2,7.3,60.3,C,Needs Improvement,9.421874999999998
1143,13.9,88.2,2.9,66.3,C,Needs Improvement,4.76978417266187
1147,7.3,73.5,4.3,73.9,B,Average,10.123287671232879
1148,4.9,76.9,8.6,49.4,D,Needs Improvement,10.081632653061224
1150,9.1,78.6,7.2,70.0,B,Needs Improvement,7.6923076923076925
1151,8.1,82.3,5.4,66.4,C,Needs Improvement,8.197530864197532
1152,0.0,80.9,7.4,53.6,D,Needs Improvement,0.0
1154,5.7,100.0,3.0,62.4,C,Needs Improvement,10.947368421052632
1160,12.7,90.9,4.6,68.2,C,Needs Improvement,5.3700787401574805
1161,0.0,81.8,3.7,49.9,D,Needs Improvement,0.0
1163,5.3,84.1,4.3,68.6,C,Needs Improvement,12.943396226415095
1164,3.5,85.3,7.2,43.9,D,Needs Improvement,12.542857142857143
1171,20.3,64.2,3.4,82.4,B,Good,4.059113300492611
1172,17.0,63.0,3.7,89.8,A,Good,5.2823529411764705
1174,14.6,82.9,4.3,69.9,C,Needs Improvement,4.787671232876713
1175,9.7,80.8,5.7,82.4,B,Good,8.494845360824744
1177,3.1,84.6,4.8,69.3,C,Needs Improvement,22.354838709677416
1178,14.3,68.9,7.1,98.7,A,Excellent,6.902097902097902
1179,8.1,81.5,6.8,81.5,B,Good,10.06172839506173
1180,7.3,86.5,9.5,56.9,C,Needs Improvement,7.794520547945205
1184,4.0,83.4,5.7,64.1,C,Needs Improvement,16.025
1185,8.1,83.5,1.1,92.4,A,Excellent,11.407407407407408
1187,8.1,70.6,3.1,72.4,B,Average,8.938271604938272
1190,8.2,74.7,6.9,62.4,C,Needs Improvement,7.609756097560976
1192,5.7,76.5,7.4,72.8,B,Average,12.771929824561402
1195,3.8,78.0,6.3,47.6,D,Needs Improvement,12.526315789473685
1201,15.9,65.4,3.0,89.8,A,Good,5.647798742138365
1202,12.0,88.3,6.3,69.1,C,Needs Improvement,5.758333333333333
1209,5.2,76.8,9.4,64.1,C,Needs Improvement,12.326923076923075
1210,27.2,69.4,7.1,100.0,A,Excellent,3.6764705882352944
1211,6.3,76.2,5.8,52.7,D,Needs Improvement,8.365079365079366
1212,10.1,64.0,6.9,81.4,B,Good,8.05940594059406
1213,10.0,82.2,3.2,69.5,C,Needs Improvement,6.95
1217,10.3,68.5,5.5,86.5,A,Good,8.398058252427184
1219,9.2,82.7,0.0,82.7,B,Good,8.98913043478261
1221,6.7,95.7,5.5,62.5,C,Needs Improvement,9.328358208955224
1222,17.2,66.8,4.0,94.1,A,Excellent,5.470930232558139
1223,19.4,69.8,6.4,100.0,A,Excellent,5.154639175257732
1232,5.4,64.8,3.6,48.5,D,Needs Improvement,8.981481481481481
1234,33.1,66.0,7.9,100.0,A,Excellent,3.021148036253776
1235,9.4,94.7,2.3,83.0,B,Good,8.829787234042552
1238,11.1,92.0,7.4,66.1,C,Needs Improvement,5.954954954954955
1244,7.9,84.7,7.5,67.0,C,Needs Improvement,8.481012658227847
1245,10.5,68.3,5.9,73.1,B,Average,6.961904761904761
1246,6.4,94.4,5.0,68.1,C,Needs Improvement,10.640624999999998
1248,9.6,66.3,6.4,79.1,B,Average,8.239583333333334
1250,4.1,87.9,7.3,50.5,D,Needs Improvement,12.317073170731708
1253,1.0,74.2,4.3,60.3,C,Needs Improvement,60.3
1254,17.6,61.9,6.1,99.5,A,Excellent,5.653409090909091
1256,6.5,73.7,5.4,54.7,D,Needs Improvement,8.415384615384616
1261,18.9,66.1,10.0,91.5,A,Excellent,4.841269841269842
1264,8.6,85.2,6.1,64.3,C,Needs Improvement,7.476744186046512
1266,5.1,85.0,4.4,65.5,C,Needs Improvement,12.843137254901961
1268,8.7,58.9,6.9,65.2,C,Needs Improvement,7.4942528735632195
1269,9.9,89.7,4.9,71.3,B,Average,7.2020202020202015
1272,19.3,62.9,6.5,91.9,A,Excellent,4.761658031088083
1273,7.4,86.9,8.4,79.2,B,Average,10.702702702702702
1285,9.5,78.1,5.6,77.0,B,Average,8.105263157894736
1286,5.7,90.1,7.0,68.5,C,Needs Improvement,12.017543859649123
1287,2.1,86.1,3.2,58.7,C,Needs Improvement,27.952380952380953
1289,7.3,93.6,7.6,66.1,C,Needs Improvement,9.054794520547945
1290,0.0,86.4,8.2,51.7,D,Needs Improvement,0.0
1301,10.3,85.1,7.4,68.9,C,Needs Improvement,6.689320388349515
1304,9.7,93.5,5.1,80.1,B,Good,8.257731958762887
1305,18.8,60.6,10.0,85.7,A,Good,4.558510638297872
1306,8.7,81.6,5.3,65.8,C,Needs Improvement,7.563218390804598
