student_id,weekly_self_study_hours,attendance_percentage,class_participation,total_score,grade,performance_category,study_efficiency
126,30.3,75.7,1.1,100.0,A,Excellent,3.3003300330033003
136,25.8,77.7,6.9,100.0,A,Excellent,3.875968992248062
139,20.7,100.0,6.1,100.0,A,Excellent,4.830917874396135
142,24.1,86.1,4.2,100.0,A,Excellent,4.149377593360995
149,18.7,92.8,10.0,100.0,A,Excellent,5.347593582887701
154,16.6,81.2,4.8,100.0,A,Excellent,6.024096385542168
155,17.1,76.4,3.3,100.0,A,Excellent,5.847953216374268
157,28.1,100.0,5.5,100.0,A,Excellent,3.558718861209964
163,23.1,93.9,2.1,100.0,A,Excellent,4.329004329004329
166,17.9,78.1,6.8,100.0,A,Excellent,5.5865921787709505
167,20.8,77.4,3.9,100.0,A,Excellent,4.8076923076923075
168,28.3,87.7,3.9,100.0,A,Excellent,3.5335689045936394
174,17.4,93.7,6.9,100.0,A,Excellent,5.74712643678161
178,25.2,88.0,6.0,100.0,A,Excellent,3.9682539682539684
180,34.0,100.0,0.6,100.0,A,Excellent,2.9411764705882355
181,19.4,94.8,7.4,100.0,A,Excellent,5.154639175257732
184,18.4,100.0,9.4,100.0,A,Excellent,5.434782608695652
186,20.0,84.5,3.8,100.0,A,Excellent,5.0
192,21.0,79.3,6.2,100.0,A,Excellent,4.761904761904762
202,18.9,82.4,5.8,100.0,A,Excellent,5.291005291005291
203,22.6,80.2,5.0,100.0,A,Excellent,4.424778761061947
210,40.0,68.1,6.7,100.0,A,Excellent,2.5
212,22.9,79.5,5.2,100.0,A,Excellent,4.366812227074236
213,21.7,98.3,7.1,100.0,A,Excellent,4.6082949308755765
216,20.3,81.4,7.1,100.0,A,Excellent,4.926108374384237
221,31.2,95.1,2.1,100.0,A,Excellent,3.2051282051282053
223,19.8,83.0,4.6,100.0,A,Excellent,5.05050505050505
226,22.6,73.5,4.8,100.0,A,Excellent,4.424778761061947
230,19.8,84.4,7.6,100.0,A,Excellent,5.05050505050505
232,16.5,99.4,6.7,100.0,A,Excellent,6.0606060606060606
235,30.0,81.2,8.1,100.0,A,Excellent,3.3333333333333335
236,19.4,83.3,1.8,100.0,A,Excellent,5.154639175257732
240,21.0,96.9,8.9,100.0,A,Excellent,4.761904761904762
244,21.1,88.6,8.5,100.0,A,Excellent,4.739336492890995
249,27.4,97.6,6.7,100.0,A,Excellent,3.6496350364963503
252,21.4,88.4,6.7,100.0,A,Excellent,4.672897196261682
253,29.9,90.6,4.3,100.0,A,Excellent,3.3444816053511706
257,23.9,68.3,7.0,100.0,A,Excellent,4.184100418410042
260,20.4,85.1,2.2,100.0,A,Excellent,4.901960784313726
267,26.4,74.0,9.4,100.0,A,Excellent,3.787878787878788
271,25.1,83.8,5.4,100.0,A,Excellent,3.98406374501992
273,23.1,96.6,8.9,100.0,A,Excellent,4.329004329004329
276,18.2,72.6,7.1,100.0,A,Excellent,5.4945054945054945
282,19.6,88.3,6.5,100.0,A,Excellent,5.1020408163265305
283,26.1,100.0,3.9,100.0,A,Excellent,3.8314176245210727
285,29.9,81.2,5.6,100.0,A,Excellent,3.3444816053511706
288,19.1,80.3,4.9,100.0,A,Excellent,5.2356020942408374
300,19.4,93.6,6.2,100.0,A,Excellent,5.154639175257732
303,20.2,70.6,4.7,100.0,A,Excellent,4.9504950495049505
304,19.3,91.1,5.8,100.0,A,Excellent,5.181347150259067
307,23.9,86.1,4.9,100.0,A,Excellent,4.184100418410042
310,13.6,97.7,3.5,100.0,A,Excellent,7.352941176470589
314,20.7,88.8,3.8,100.0,A,Excellent,4.830917874396135
315,24.1,80.4,4.9,100.0,A,Excellent,4.149377593360995
317,19.8,73.4,2.8,100.0,A,Excellent,5.05050505050505
324,29.6,100.0,6.1,100.0,A,Excellent,3.378378378378378
328,20.5,93.7,8.2,100.0,A,Excellent,4.878048780487805
329,19.4,87.7,5.8,100.0,A,Excellent,5.154639175257732
335,21.8,88.8,7.0,100.0,A,Excellent,4.587155963302752
346,16.6,100.0,4.3,100.0,A,Excellent,6.024096385542168
351,17.2,85.4,4.9,100.0,A,Excellent,5.813953488372094
352,25.3,85.3,7.6,100.0,A,Excellent,3.952569169960474
359,17.3,90.4,6.4,100.0,A,Excellent,5.780346820809248
362,25.7,65.4,6.7,100.0,A,Excellent,3.8910505836575875
373,25.2,100.0,6.9,100.0,A,Excellent,3.9682539682539684
374,21.7,97.8,1.2,100.0,A,Excellent,4.6082949308755765
375,30.1,99.7,6.6,100.0,A,Excellent,3.3222591362126246
378,16.3,94.9,6.0,100.0,A,Excellent,6.134969325153374
379,30.3,64.4,4.1,100.0,A,Excellent,3.3003300330033003
388,28.1,77.2,7.5,100.0,A,Excellent,3.558718861209964
