order_date,customer,product,category,region,quantity,unit_price,discount,revenue
2024-01-07 17:12:58.475695139,Customer_921,Smartwatch,Wearables,Islamabad,4,25000,0.09661564108198381,90338.43589180162
2024-01-07 20:43:15.399079816,Customer_208,Tablet,Electronics,Sindh,3,60000,0.10506240045188547,161088.76791866063
2024-01-08 00:13:32.322464492,Customer_133,Monitor,Electronics,Islamabad,2,45000,0.14052772065580738,77352.50514097734
2024-01-08 03:43:49.245849169,Customer_339,Monitor,Electronics,Balochistan,1,45000,0.0014661819717903257,44934.021811269435
2024-01-08 07:14:06.169233846,Customer_196,Tablet,Electronics,Islamabad,2,60000,0.019627467113402464,117644.7039463917
2024-01-08 10:44:23.092618523,Customer_262,Monitor,Electronics,Sindh,4,45000,0.2203145169407529,140343.38695066448
2024-01-08 14:14:40.016003200,Customer_282,Headphones,Accessories,Punjab,3,8000,0.01946974727282269,23532.726065452254
2024-01-08 17:44:56.939387877,Customer_369,Keyboard,Accessories,Balochistan,3,5000,0.1767008990526263,12349.486514210605
2024-01-08 21:15:13.862772554,Customer_103,Tablet,Electronics,Balochistan,3,60000,0.23000954102726315,138598.28261509264
2024-01-09 00:45:30.786157231,Customer_632,Keyboard,Accessories,Islamabad,4,5000,0.06767090107543278,18646.581978491344
2024-01-09 04:15:47.709541908,Customer_183,Smartwatch,Wearables,KPK,5,25000,0.09262285926487857,113422.14259189018
2024-01-09 07:46:04.632926585,Customer_423,Laptop,Electronics,KPK,5,150000,0.14223035146117907,643327.2364041157
2024-01-09 11:16:21.556311262,Customer_9,Headphones,Accessories,Sindh,2,8000,0.22042724240964617,12473.164121445661
2024-01-09 14:46:38.479695939,Customer_557,Mouse,Accessories,Punjab,5,3000,0.23547639681510504,11467.854047773424
2024-01-09 18:16:55.403080616,Customer_244,Headphones,Accessories,Punjab,5,8000,0.18489081202781701,32604.36751888732
2024-01-09 21:47:12.326465293,Customer_782,Tablet,Electronics,Islamabad,3,60000,0.021654940213673507,176102.11076153876
2024-01-10 01:17:29.249849970,Customer_624,Mouse,Accessories,Islamabad,3,3000,0.1672885388837127,7494.403150046586
2024-01-10 04:47:46.173234647,Customer_567,Laptop,Electronics,KPK,2,150000,0.10257593046816552,269227.22085955035
2024-01-10 08:18:03.096619323,Customer_393,Tablet,Electronics,Punjab,1,60000,0.1176752498727654,52939.48500763408
2024-01-10 11:48:20.020004000,Customer_527,Smartphone,Electronics,Punjab,2,90000,0.01228709758629426,177788.32243446703
2024-01-10 15:18:36.943388677,Customer_37,Keyboard,Accessories,Punjab,2,5000,0.047765534836589546,9522.344651634105
2024-01-10 18:48:53.866773354,Customer_178,Laptop,Electronics,Sindh,4,150000,0.19762840188341194,481422.9588699529
2024-01-10 22:19:10.790158031,Customer_639,Keyboard,Accessories,Sindh,4,5000,0.11348970826196494,17730.2058347607
2024-01-11 01:49:27.713542708,Customer_629,Monitor,Electronics,Islamabad,2,45000,0.07541556040778721,83212.59956329915
2024-01-11 05:19:44.636927385,Customer_852,Smartphone,Electronics,KPK,2,90000,0.09600476849123954,162719.1416715769
2024-01-11 08:50:01.560312062,Customer_72,Smartphone,Electronics,Balochistan,2,90000,0.21359987833142005,141552.0219003444
2024-01-11 12:20:18.483696739,Customer_352,Laptop,Electronics,KPK,5,150000,0.18724975435123922,609562.6842365706
2024-01-11 15:50:35.407081416,Customer_623,Smartphone,Electronics,Sindh,4,90000,0.0680788492952707,335491.6142537026
2024-01-11 19:20:52.330466093,Customer_149,Mouse,Accessories,Sindh,2,3000,0.029375460053093327,5823.74723968144
2024-01-11 22:51:09.253850770,Customer_697,Smartphone,Electronics,Islamabad,3,90000,0.06299955541101793,252990.12003902518
2024-01-12 02:21:26.177235447,Customer_105,Keyboard,Accessories,Balochistan,3,5000,0.23018911276368342,11547.163308544748
2024-01-12 05:51:43.100620124,Customer_659,Keyboard,Accessories,Punjab,5,5000,0.14539720946243884,21365.06976343903
2024-01-12 09:22:00.024004801,Customer_221,Tablet,Electronics,Balochistan,5,60000,0.13337005218619571,259988.9843441413
2024-01-12 12:52:16.947389477,Customer_826,Keyboard,Accessories,Balochistan,1,5000,0.14909839992311538,4254.508000384423
2024-01-12 16:22:33.870774154,Customer_863,Tablet,Electronics,Balochistan,1,60000,0.09150706643662881,54509.57601380227
2024-01-12 19:52:50.794158831,Customer_374,Keyboard,Accessories,Islamabad,1,5000,0.2017767550798782,3991.1162246006093
2024-01-12 23:23:07.717543508,Customer_518,Mouse,Accessories,Sindh,5,3000,0.13082156232506245,13037.676565124062
2024-01-13 02:53:24.640928185,Customer_260,Smartwatch,Wearables,Punjab,5,25000,0.029186975692198885,121351.62803847514
2024-01-13 06:23:41.564312862,Customer_299,Tablet,Electronics,Balochistan,5,60000,0.03226628120726574,290320.1156378203
2024-01-13 09:53:58.487697539,Customer_861,Headphones,Accessories,Punjab,3,8000,0.1342147866256546,20778.84512098429
2024-01-13 13:24:15.411082216,Customer_42,Monitor,Electronics,Balochistan,5,45000,0.2341425545177098,172317.9252335153
2024-01-13 16:54:32.334466893,Customer_771,Laptop,Electronics,Sindh,3,150000,0.07708803041904969,415310.38631142763
2024-01-13 20:24:49.257851570,Customer_897,Keyboard,Accessories,Punjab,1,5000,0.21738529221480457,3913.0735389259776
2024-01-13 23:55:06.181236247,Customer_492,Smartphone,Electronics,KPK,1,90000,0.19102389664471983,72807.8493019752
2024-01-14 03:25:23.104620924,Customer_439,Smartwatch,Wearables,Sindh,1,25000,0.06195311072672671,23451.17223183183
2024-01-14 06:55:40.028005601,Customer_783,Keyboard,Accessories,Punjab,2,5000,0.009085187079060614,9909.148129209394
2024-01-14 10:25:56.951390278,Customer_47,Smartphone,Electronics,Balochistan,2,90000,0.025461816285595684,175416.87306859277
2024-01-14 13:56:13.874774955,Customer_85,Monitor,Electronics,Balochistan,4,45000,0.18212348346186005,147217.7729768652
2024-01-14 17:26:30.798159632,Customer_686,Monitor,Electronics,Sindh,4,45000,0.04991743451016167,171014.8617881709
2024-01-14 20:56:47.721544309,Customer_58,Monitor,Electronics,Sindh,4,45000,0.09281773012634845,163292.8085772573
2024-01-15 00:27:04.644928985,Customer_991,Smartphone,Electronics,Balochistan,2,90000,0.1254247915016062,157423.53752971088
2024-01-15 03:57:21.568313662,Customer_711,Keyboard,Accessories,Punjab,2,5000,0.1813670421125407,8186.329578874593
2024-01-15 07:27:38.491698339,Customer_209,Monitor,Electronics,KPK,4,45000,0.028307805814781345,174904.59495333937
2024-01-15 10:57:55.415083016,Customer_248,Mouse,Accessories,Islamabad,4,3000,0.10159160131936537,10780.900784167616
2024-01-15 14:28:12.338467693,Customer_211,Tablet,Electronics,Sindh,5,60000,0.12126822728567385,263619.53181429784
2024-01-15 17:58:29.261852370,Customer_39,Smartphone,Electronics,Balochistan,4,90000,0.13520676599288492,311325.5642425614
2024-01-15 21:28:46.185237047,Customer_252,Smartphone,Electronics,Punjab,5,90000,0.20459016034880417,357934.4278430381
2024-01-16 00:59:03.108621724,Customer_643,Keyboard,Accessories,Sindh,3,5000,0.04291954876080423,14356.206768587936
2024-01-16 04:29:20.032006401,Customer_926,Smartphone,Electronics,Punjab,2,90000,0.20195786295665558,143647.58466780197
2024-01-16 07:59:36.955391078,Customer_803,Smartphone,Electronics,Sindh,4,90000,0.17321960692416305,297640.9415073013
2024-01-16 11:29:53.878775755,Customer_762,Monitor,Electronics,Balochistan,2,45000,0.13896770354973983,77492.90668052342
2024-01-16 15:00:10.802160432,Customer_953,Keyboard,Accessories,Punjab,2,5000,0.17488196760064298,8251.18032399357
2024-01-16 18:30:27.725545109,Customer_413,Monitor,Electronics,Balochistan,2,45000,0.1030044347379141,80729.60087358773
2024-01-16 22:00:44.648929786,Customer_946,Tablet,Electronics,Punjab,3,60000,0.03459939649203114,173772.10863143438
2024-01-17 01:31:01.572314463,Customer_446,Smartwatch,Wearables,Sindh,1,25000,0.16644131006634183,20838.967248341454
2024-01-17 05:01:18.495699139,Customer_52,Tablet,Electronics,Islamabad,4,60000,0.13116807667140556,208519.66159886264
2024-01-17 08:31:35.419083816,Customer_374,Smartwatch,Wearables,Islamabad,1,25000,0.15984370013569388,21003.907496607655
2024-01-17 12:01:52.342468493,Customer_526,Monitor,Electronics,KPK,1,45000,0.0844996952571225,41197.513713429486
2024-01-17 15:32:09.265853170,Customer_931,Tablet,Electronics,KPK,1,60000,0.22671664433495897,46397.00133990246
2024-01-17 19:02:26.189237847,Customer_156,Keyboard,Accessories,Balochistan,2,5000,0.14684246714389423,8531.575328561057
2024-01-17 22:32:43.112622524,Customer_954,Laptop,Electronics,Punjab,5,150000,0.021350621072718456,733987.0341954612
2024-01-18 02:03:00.036007201,Customer_542,Monitor,Electronics,KPK,2,45000,0.11245099767610717,79879.41020915034
2024-01-18 05:33:16.959391878,Customer_90,Smartwatch,Wearables,Sindh,2,25000,0.18908901368590858,40545.54931570457
2024-01-18 09:03:33.882776555,Customer_903,Mouse,Accessories,Islamabad,1,3000,0.1985336404330681,2404.3990787007956
2024-01-18 12:33:50.806161232,Customer_679,Smartwatch,Wearables,Punjab,2,25000,0.12364926319093969,43817.536840453016
2024-01-18 16:04:07.729545909,Customer_351,Mouse,Accessories,Islamabad,1,3000,0.22368689270782527,2328.939321876524
2024-01-18 19:34:24.652930586,Customer_69,Smartphone,Electronics,Punjab,5,90000,0.06691710929857439,419887.30081564153
2024-01-18 23:04:41.576315263,Customer_163,Tablet,Electronics,KPK,4,60000,0.10264967430956665,215364.078165704
2024-01-19 02:34:58.499699940,Customer_242,Mouse,Accessories,KPK,1,3000,0.22464922764224252,2326.0523170732727
2024-01-19 06:05:15.423084617,Customer_495,Smartwatch,Wearables,Balochistan,5,25000,0.22406417911789472,96991.97761026316
2024-01-19 09:35:32.346469294,Customer_383,Smartphone,Electronics,Punjab,4,90000,0.17142819220617023,298285.8508057787
2024-01-19 13:05:49.269853970,Customer_52,Laptop,Electronics,Sindh,3,150000,0.21474513678055504,353364.68844875024
2024-01-19 16:36:06.193238647,Customer_654,Keyboard,Accessories,KPK,1,5000,0.022193316739058166,4889.033416304709
2024-01-19 20:06:23.116623324,Customer_63,Keyboard,Accessories,Balochistan,1,5000,0.21624874405194408,3918.7562797402798
2024-01-19 23:36:40.040008001,Customer_509,Keyboard,Accessories,KPK,3,5000,0.08015497663755669,13797.67535043665
2024-01-20 03:06:56.963392678,Customer_292,Mouse,Accessories,Islamabad,3,3000,0.04458287810705408,8598.754097036513
2024-01-20 06:37:13.886777355,Customer_91,Laptop,Electronics,KPK,1,150000,0.059842459085511585,141023.63113717327
2024-01-20 10:07:30.810162032,Customer_664,Mouse,Accessories,Punjab,3,3000,0.10449212700347177,8059.570856968754
2024-01-20 13:37:47.733546709,Customer_424,Tablet,Electronics,Balochistan,2,60000,0.0627980011511168,112464.239861866
2024-01-20 17:08:04.656931386,Customer_669,Mouse,Accessories,Punjab,4,3000,0.08014189650412476,11038.297241950504
2024-01-20 20:38:21.580316063,Customer_821,Laptop,Electronics,Sindh,4,150000,0.03374462151791052,579753.2270892537
2024-01-21 00:08:38.503700740,Customer_365,Laptop,Electronics,Sindh,4,150000,0.07404419138974963,555573.4851661503
2024-01-21 03:38:55.427085417,Customer_150,Tablet,Electronics,KPK,2,60000,0.1430709536355003,102831.48556373997
2024-01-21 07:09:12.350470094,Customer_840,Laptop,Electronics,Balochistan,3,150000,0.11046342702276599,400291.4578397553
2024-01-21 10:39:29.273854771,Customer_271,Smartwatch,Wearables,Balochistan,5,25000,0.08667969030897779,114165.03871137777
2024-01-21 14:09:46.197239448,Customer_881,Laptop,Electronics,Balochistan,3,150000,0.1866130322142785,366024.1355035747
2024-01-21 17:40:03.120624124,Customer_581,Keyboard,Accessories,Balochistan,1,5000,0.22337749284832947,3883.112535758353
2024-01-21 21:10:20.044008801,Customer_116,Smartwatch,Wearables,KPK,4,25000,0.18919730572559926,81080.26942744007
2024-01-22 00:40:36.967393478,Customer_704,Smartwatch,Wearables,Punjab,3,25000,0.0830001755294198,68774.98683529352
2024-01-22 04:10:53.890778155,Customer_516,Tablet,Electronics,KPK,5,60000,0.18611054195938842,244166.83741218346
2024-01-22 07:41:10.814162832,Customer_587,Headphones,Accessories,Punjab,1,8000,0.0379950456185128,7696.039635051898
2024-01-22 11:11:27.737547509,Customer_914,Headphones,Accessories,Islamabad,2,8000,0.03257949702282273,15478.728047634837
2024-01-22 14:41:44.660932186,Customer_810,Laptop,Electronics,Islamabad,2,150000,0.08640675925903973,274077.9722222881
2024-01-22 18:12:01.584316863,Customer_241,Smartwatch,Wearables,Punjab,5,25000,0.20192559226101425,99759.30096737322
2024-01-22 21:42:18.507701540,Customer_30,Headphones,Accessories,KPK,1,8000,0.061587061810575466,7507.303505515396
2024-01-23 01:12:35.431086217,Customer_143,Headphones,Accessories,Sindh,4,8000,0.015813352224669897,31493.97272881056
2024-01-23 04:42:52.354470894,Customer_326,Laptop,Electronics,KPK,3,150000,0.03292738380158877,435182.67728928506
2024-01-23 08:13:09.277855571,Customer_695,Headphones,Accessories,Sindh,1,8000,0.21468624213239504,6282.51006294084
2024-01-23 11:43:26.201240248,Customer_949,Mouse,Accessories,KPK,2,3000,0.1584458211868219,5049.325072879068
2024-01-23 15:13:43.124624925,Customer_16,Smartphone,Electronics,Balochistan,5,90000,0.06330029084249417,421514.8691208776
2024-01-23 18:44:00.048009602,Customer_111,Tablet,Electronics,Balochistan,5,60000,0.13882395633204533,258352.81310038638
2024-01-23 22:14:16.971394279,Customer_872,Smartphone,Electronics,Islamabad,3,90000,0.1318949056063376,234388.37548628883
2024-01-24 01:44:33.894778955,Customer_713,Laptop,Electronics,Islamabad,5,150000,0.16385899461016531,627105.7540423761
2024-01-24 05:14:50.818163632,Customer_107,Keyboard,Accessories,Punjab,5,5000,0.05829688860540408,23542.577784864898
2024-01-24 08:45:07.741548309,Customer_379,Tablet,Electronics,Sindh,1,60000,0.21610074679859942,47033.95519208404
2024-01-24 12:15:24.664932986,Customer_162,Laptop,Electronics,Balochistan,4,150000,0.07734214052000321,553594.7156879981
2024-01-24 15:45:41.588317663,Customer_283,Smartwatch,Wearables,KPK,3,25000,0.17353291349405922,61985.03148794556
2024-01-24 19:15:58.511702340,Customer_269,Keyboard,Accessories,Punjab,1,5000,0.004031161593053723,4979.844192034731
2024-01-24 22:46:15.435087017,Customer_484,Smartphone,Electronics,KPK,4,90000,0.09316428247353681,326460.85830952675
2024-01-25 02:16:32.358471694,Customer_667,Laptop,Electronics,Balochistan,1,150000,0.08792745448970207,136810.88182654468
2024-01-25 05:46:49.281856371,Customer_73,Smartwatch,Wearables,Balochistan,1,25000,0.13587110714575362,21603.22232135616
2024-01-25 09:17:06.205241048,Customer_197,Tablet,Electronics,Balochistan,5,60000,0.018184065444299125,294544.78036671027
2024-01-25 12:47:23.128625725,Customer_243,Tablet,Electronics,Balochistan,4,60000,0.19753284343152708,192592.1175764335
2024-01-25 16:17:40.052010402,Customer_598,Monitor,Electronics,KPK,3,45000,0.05444520044189213,127649.89794034456
2024-01-25 19:47:56.975395079,Customer_799,Smartwatch,Wearables,Punjab,3,25000,0.16925945372050255,62305.540970962305
2024-01-25 23:18:13.898779756,Customer_259,Mouse,Accessories,Balochistan,4,3000,0.2008030308110233,9590.36363026772
2024-01-26 02:48:30.822164433,Customer_798,Headphones,Accessories,Islamabad,5,8000,0.14046923906037828,34381.23043758487
2024-01-26 06:18:47.745549109,Customer_149,Keyboard,Accessories,Punjab,2,5000,0.18522080168049637,8147.791983195037
2024-01-26 09:49:04.668933786,Customer_867,Smartwatch,Wearables,Islamabad,1,25000,0.16546507805375138,20863.373048656213
2024-01-26 13:19:21.592318463,Customer_390,Monitor,Electronics,KPK,5,45000,0.0888824492880019,205001.44891019957
2024-01-26 16:49:38.515703140,Customer_988,Headphones,Accessories,Balochistan,4,8000,0.20221463475839133,25529.13168773148
2024-01-26 20:19:55.439087817,Customer_416,Headphones,Accessories,Punjab,1,8000,0.073675342471382,7410.597260228944
2024-01-26 23:50:12.362472494,Customer_426,Laptop,Electronics,Balochistan,3,150000,0.1428032294378793,385738.5467529543
2024-01-27 03:20:29.285857171,Customer_997,Headphones,Accessories,Balochistan,2,8000,0.18634943478538488,13018.409043433841
2024-01-27 06:50:46.209241848,Customer_702,Mouse,Accessories,Punjab,3,3000,0.0947389774531269,8147.349202921858
2024-01-27 10:21:03.132626525,Customer_217,Tablet,Electronics,Balochistan,4,60000,0.07569190190435626,221833.94354295448
2024-01-27 13:51:20.056011202,Customer_928,Monitor,Electronics,Balochistan,1,45000,0.11483650254320568,39832.35738555575
2024-01-27 17:21:36.979395879,Customer_867,Headphones,Accessories,Sindh,4,8000,0.2044908735872884,25456.292045206774
2024-01-27 20:51:53.902780556,Customer_86,Laptop,Electronics,Sindh,1,150000,0.2324804407864162,115127.93388203757
2024-01-28 00:22:10.826165233,Customer_216,Mouse,Accessories,Punjab,5,3000,0.13627085321497254,12955.937201775412
2024-01-28 03:52:27.749549910,Customer_423,Smartphone,Electronics,Punjab,2,90000,0.16536655133091296,150234.02076043567
2024-01-28 07:22:44.672934587,Customer_320,Tablet,Electronics,Balochistan,5,60000,0.22581840555972854,232254.47833208143
2024-01-28 10:53:01.596319264,Customer_118,Tablet,Electronics,Islamabad,5,60000,0.0246367128532356,292608.9861440293
2024-01-28 14:23:18.519703941,Customer_926,Monitor,Electronics,Punjab,4,45000,0.05801964446654126,169556.46399602256
2024-01-28 17:53:35.443088618,Customer_959,Tablet,Electronics,Balochistan,2,60000,0.1772250015628956,98732.99981245253
2024-01-28 21:23:52.366473294,Customer_882,Headphones,Accessories,Islamabad,1,8000,0.20593611547807492,6352.511076175401
2024-01-29 00:54:09.289857971,Customer_992,Laptop,Electronics,Sindh,1,150000,0.21425725708264448,117861.41143760334
2024-01-29 04:24:26.213242648,Customer_415,Tablet,Electronics,Punjab,3,60000,0.10377679421373315,161320.17704152805
2024-01-29 07:54:43.136627325,Customer_599,Tablet,Electronics,Balochistan,1,60000,0.02233497557296671,58659.901465621995
2024-01-29 11:25:00.060012002,Customer_40,Smartphone,Electronics,Sindh,4,90000,0.10944536932490498,320599.6670430342
2024-01-29 14:55:16.983396679,Customer_161,Smartphone,Electronics,KPK,5,90000,0.057683647551763445,424042.35860170645
2024-01-29 18:25:33.906781356,Customer_703,Keyboard,Accessories,Sindh,5,5000,0.07279911374915604,23180.022156271098
2024-01-29 21:55:50.830166033,Customer_537,Mouse,Accessories,Balochistan,5,3000,0.19306688920937645,12103.996661859353
2024-01-30 01:26:07.753550710,Customer_420,Headphones,Accessories,Islamabad,2,8000,0.018881771506471717,15697.891655896452
2024-01-30 04:56:24.676935387,Customer_664,Tablet,Electronics,KPK,1,60000,0.20689530437017553,47586.28173778947
2024-01-30 08:26:41.600320064,Customer_95,Smartwatch,Wearables,KPK,4,25000,0.10691727145604227,89308.27285439578
2024-01-30 11:56:58.523704741,Customer_442,Tablet,Electronics,KPK,2,60000,0.14901598277514877,102118.08206698216
2024-01-30 15:27:15.447089418,Customer_935,Laptop,Electronics,Punjab,3,150000,0.02241305780891975,439914.1239859861
2024-01-30 18:57:32.370474095,Customer_558,Keyboard,Accessories,Balochistan,4,5000,0.08433976958931991,18313.204608213604
2024-01-30 22:27:49.293858772,Customer_973,Mouse,Accessories,KPK,4,3000,0.022425229753711445,11730.897242955463
2024-01-31 01:58:06.217243448,Customer_650,Smartwatch,Wearables,Sindh,4,25000,0.2403859307202774,75961.40692797226
2024-01-31 05:28:23.140628125,Customer_983,Keyboard,Accessories,Islamabad,5,5000,0.2018154123315626,19954.614691710933
2024-01-31 08:58:40.064012802,Customer_466,Monitor,Electronics,Balochistan,4,45000,0.11490818858911506,159316.5260539593
2024-01-31 12:28:56.987397479,Customer_288,Mouse,Accessories,Sindh,1,3000,0.055900637080917776,2832.2980887572467
2024-01-31 15:59:13.910782156,Customer_865,Tablet,Electronics,Punjab,4,60000,0.23336377631246305,183992.69368500885
2024-01-31 19:29:30.834166833,Customer_676,Tablet,Electronics,KPK,5,60000,0.08614914893174294,274155.2553204771
2024-01-31 22:59:47.757551510,Customer_412,Mouse,Accessories,Sindh,4,3000,0.04024610792184369,11517.046704937875
2024-02-01 02:30:04.680936187,Customer_400,Tablet,Electronics,Balochistan,3,60000,0.14079109711348872,154657.60251957204
2024-02-01 06:00:21.604320864,Customer_528,Headphones,Accessories,Sindh,3,8000,0.23594353008620403,18337.355277931103
2024-02-01 09:30:38.527705541,Customer_18,Mouse,Accessories,Punjab,5,3000,0.0009575726250806438,14985.63641062379
2024-02-01 13:00:55.451090218,Customer_136,Keyboard,Accessories,Islamabad,1,5000,0.059531210813499685,4702.343945932502
2024-02-01 16:31:12.374474895,Customer_464,Mouse,Accessories,KPK,1,3000,0.2346119101026019,2296.1642696921945
2024-02-01 20:01:29.297859572,Customer_759,Smartwatch,Wearables,Balochistan,2,25000,0.04277149171429051,47861.42541428548
2024-02-01 23:31:46.221244249,Customer_248,Tablet,Electronics,KPK,5,60000,0.028310862909954965,291506.7411270135
2024-02-02 03:02:03.144628926,Customer_843,Headphones,Accessories,KPK,4,8000,0.14254680394995112,27438.502273601564
2024-02-02 06:32:20.068013603,Customer_710,Headphones,Accessories,KPK,5,8000,0.21546095582370747,31381.5617670517
2024-02-02 10:02:36.991398279,Customer_1,Monitor,Electronics,Sindh,2,45000,0.11927745442348153,79265.02910188666
2024-02-02 13:32:53.914782956,Customer_702,Keyboard,Accessories,Sindh,5,5000,0.2486410641711312,18783.97339572172
2024-02-02 17:03:10.838167633,Customer_381,Smartphone,Electronics,Islamabad,5,90000,0.1697929248844982,373593.1838019758
2024-02-02 20:33:27.761552310,Customer_509,Smartphone,Electronics,Punjab,2,90000,0.018518726802611934,176666.62917552984
2024-02-03 00:03:44.684936987,Customer_460,Mouse,Accessories,Balochistan,1,3000,0.24820803292049384,2255.3759012385185
2024-02-03 03:34:01.608321664,Customer_505,Monitor,Electronics,Sindh,4,45000,0.10197355919504761,161644.75934489144
2024-02-03 07:04:18.531706341,Customer_806,Laptop,Electronics,KPK,2,150000,0.07185063346137063,278444.8099615888
