transaction_id,customer_id,order_date,product,category,region,payment_method,quantity,unit_price,discount,revenue,customer_age,customer_gender,customer_type,rating,shipping_cost
100018,3854,2024-01-01 19:51:26.365757717,Camera,Electronics,West,Card,4,813.17389211535,0.23279014073492327,2495.5001093114092,45.0,Male,VIP,1.232493350786028,20.710560585600852
100019,3434,2024-01-01 21:01:31.446096406,Smartphone,Electronics,West,Bank Transfer,6,739.3439721848684,0.11644547423184581,3919.504276340069,66.0,Male,New,4.079445526044276,7.771640879018832
100020,2216,2024-01-01 22:11:36.526435095,Smartphone,Electronics,East,Online,5,700.5870807288806,0.20959037586634788,2768.7538557590356,,Male,New,2.055654622818771,44.11757110755592
100021,1956,2024-01-01 23:21:41.606773784,Keyboard,Accessories,South,Card,2,77.96390659181635,0.2755867801999863,112.9561692047304,35.0,Male,Returning,1.2680505143517422,39.755743041430485
100022,3325,2024-01-02 00:31:46.687112474,Laptop,Electronics,East,Card,3,1110.5760414463018,0.12176329898016691,2926.0459166143964,65.0,Female,New,3.5469907226600412,27.355050985945375
100023,2185,2024-01-02 01:41:51.767451163,Smartwatch,Wearables,North,Bank Transfer,3,267.9782852460371,0.16815570501831062,668.7486232826753,52.0,Female,New,2.3163977605170776,8.745477613701421
100024,1460,2024-01-02 02:51:56.847789852,Keyboard,Accessories,West,Bank Transfer,2,65.25817233907752,0.252438279889206,97.56902313017486,36.0,Male,VIP,2.802038507799638,24.550743280253336
100025,1022,2024-01-02 04:02:01.928128541,Printer,Office,North,Bank Transfer,6,196.6352508664084,0.14330097674254122,1010.7433641314248,59.0,Female,Returning,2.891132791289322,7.396348280926404
100026,3301,2024-01-02 05:12:07.008467231,Smartphone,Electronics,East,Online,7,705.9522729475082,0.08673947444254092,4513.0284066736685,37.0,Female,New,1.1627269399643598,
100027,1748,2024-01-02 06:22:12.088805920,Camera,Electronics,North,Cash,7,997.2659746954445,0.07745070839335723,6440.189129490834,56.0,Male,VIP,3.127140750476552,8.380015055995681
100028,3905,2024-01-02 07:32:17.169144609,Smartphone,Electronics,North,Online,4,708.7368283398646,0.021565144907497724,2773.8112637417403,50.0,Female,New,1.1572890639765467,38.421280437401165
100029,1475,2024-01-02 08:42:22.249483298,Monitor,Electronics,north,Bank Transfer,1,262.8434264694707,0.0991087315193383,236.79334788388502,18.0,Male,New,1.7318544133756824,10.430743340078218
100030,2083,2024-01-02 09:52:27.329821988,Smartwatch,Wearables,North,Online,4,213.20160891664676,0.20575776697579598,677.3348878012423,64.0,Male,Returning,3.8670148855483086,21.421435466967697
100031,3559,2024-01-02 11:02:32.410160677,Mouse,Accessories,West,Bank Transfer,6,38.39728059233123,0.017652466610650185,226.316843272412,18.0,Male,Returning,3.894425645224186,18.63331493196322
100032,3048,2024-01-02 12:12:37.490499366,Monitor,Electronics,North,Cash,2,339.8418471488129,0.08228735540417097,623.7543205825372,58.0,Female,New,1.0112159476386164,14.517735458706838
100033,3748,2024-01-02 13:22:42.570838055,Laptop,Electronics,North,Online,5,1347.113949268975,0.03348048792719559,6510.05958476959,63.0,Male,Returning,4.3955122111878016,47.64644730763862
100034,1976,2024-01-02 14:32:47.651176745,Headphones,Accessories,West,Cash,4,106.14189740654867,0.12134341078936106,373.04911019033443,62.0,Female,New,1.0347808857492464,38.982993390227975
100035,2807,2024-01-02 15:42:52.731515434,Monitor,Electronics,North,Cash,7,256.1245252950382,0.02801703067050826,1742.6407363006442,36.0,Female,New,4.87581105631941,38.77375415273152
100036,1190,2024-01-02 16:52:57.811854123,Laptop,Electronics,North,Bank Transfer,3,1290.3627080905997,0.2238152677649723,3004.679499196102,65.0,Female,Returning,3.241757691174284,22.61536774646047
100037,3735,2024-01-02 18:03:02.892192812,Laptop,Electronics,East,Online,5,1130.3318246270362,0.2784073063820778,4078.1959300734197,66.0,Female,New,2.472719754419561,37.81515228102378
100038,1563,2024-01-02 19:13:07.972531502,Mouse,Accessories,West,Online,2,44.01612375703336,0.05769976384083938,82.95280762212676,26.0,Male,New,3.4283497905373688,27.078889374824094
100039,2900,2024-01-02 20:23:13.052870191,Headphones,Accessories,South,Cash,7,109.75545979407927,0.07517328400511793,710.5334701070666,31.0,Female,New,1.5941318533802562,25.900364051304496
100040,2268,2024-01-02 21:33:18.133208880,Tablet,Electronics,North,Bank Transfer,1,498.8312900972264,0.048046480609212405,474.86420219030157,20.0,Female,New,2.9089702424456076,41.78000081683321
100041,3880,2024-01-02 22:43:23.213547569,Keyboard,Accessories,East,Cash,4,60.19186681296393,0.056229132844117465,227.22932135120942,47.0,Female,Returning,3.755183338837244,20.61508633551536
100042,2529,2024-01-02 23:53:28.293886259,Camera,Electronics,West,Cash,5,1006.5730035102129,0.09346997843435409,4562.443232897552,58.0,Male,VIP,3.6177423286828327,9.055450196306147
100043,1647,2024-01-03 01:03:33.374224948,Printer,Office,North,Cash,5,198.74641570175123,0.08435126137436466,909.9095242183733,69.0,Female,New,4.630426730405574,7.21335011173858
100044,3069,2024-01-03 02:13:38.454563637,Printer,Office,South,Cash,3,206.45040016689012,0.11555109766587232,547.7844894421421,18.0,Female,Returning,2.137479054371109,
100045,3889,2024-01-03 03:23:43.534902326,Printer,Office,North,Online,7,218.66022617429695,0.15748284396131232,1289.5749432660143,22.0,Female,New,1.2820852457924725,40.9047504419632
100046,3215,2024-01-03 04:33:48.615241016,Tablet,Electronics,East,Card,4,465.6903263624941,0.2182602536366927,1456.1945504578478,40.0,Female,VIP,2.4900864718471287,29.934623305314044
100047,2298,2024-01-03 05:43:53.695579705,Keyboard,Accessories,West,Online,1,60.343432366439316,0.26534660927651244,44.33150719589809,23.0,Female,Returning,1.5312068020946876,20.536198097329322
100048,3436,2024-01-03 06:53:58.775918394,Printer,Office,East,Bank Transfer,5,188.91968456608942,0.13781382124609115,814.4197046371523,37.0,Male,Returning,4.573074397222401,15.589691944836789
100049,1601,2024-01-03 08:04:03.856257083,Keyboard,Accessories,West,Card,3,79.55947851910258,0.27269202242629464,173.59273025564147,63.0,Male,Returning,4.925306719031538,42.32971357624347
100050,3364,2024-01-03 09:14:08.936595773,Camera,Electronics,South,Cash,7,852.8840075472215,0.20392680322249257,4752.7066885796985,59.0,Male,Returning,3.538030907332854,10.193127226744274
100051,3062,2024-01-03 10:24:14.016934462,Printer,Office,North,Online,4,209.06984520847936,0.2186726364447855,653.4079638225519,25.0,Male,New,4.174970818137984,43.21482756725098
100052,1242,2024-01-03 11:34:19.097273151,Headphones,Accessories,East,Card,4,135.2243989197969,0.1566730661946344,456.15351086682364,48.0,Male,New,3.786786697456895,18.620599034404442
100053,3042,2024-01-03 12:44:24.177611840,Laptop,Electronics,South,Cash,7,1321.0153247334924,0.1569659962365672,7795.625867700492,32.0,Female,New,3.191860738366766,14.88792543447504
100054,3825,2024-01-03 13:54:29.257950530,Printer,Office,South,Online,7,232.33814595275211,0.15959192298787478,1366.8119811970041,43.0,Female,New,4.313013396266242,46.80570109036457
100055,3613,2024-01-03 15:04:34.338289219,Keyboard,Accessories,North,Card,7,73.32862090410423,0.14759333519406226,437.54063625780515,50.0,Male,New,4.573032402556022,22.71153163091047
100056,3946,2024-01-03 16:14:39.418627908,Laptop,Electronics,East,Online,1,1308.3908650390804,0.13766355331960287,1128.2731294268915,65.0,Female,New,3.0506456707465937,47.94583139033479
100057,2364,2024-01-03 17:24:44.498966597,Mouse,Accessories,North,Card,3,36.026505399123245,0.23236794585813375,82.96530102924604,69.0,Male,Returning,4.244560381086376,33.98122644872204
100058,3140,2024-01-03 18:34:49.579305287,Printer,Office,North,Bank Transfer,7,230.84214059058277,0.11630457150431471,1427.9590104083939,56.0,Female,Returning,2.560490888069207,
100059,2391,2024-01-03 19:44:54.659643976,Printer,Office,West,Online,1,193.4943070894631,0.06202051446043039,181.4936906186101,49.0,Female,Returning,1.9332434679145676,22.164886504321505
100060,2479,2024-01-03 20:54:59.739982665,Monitor,Electronics,West,Online,5,266.38614595602064,0.040670783261482324,1277.7600637499088,18.0,Male,Returning,2.851939952726417,16.728321433985972
100061,3557,2024-01-03 22:05:04.820321354,Laptop,Electronics,North,Card,6,1107.3921962784684,0.2638738807703689,4891.0819194698815,22.0,Female,VIP,1.9895878938502531,9.793662114394042
100062,1776,2024-01-03 23:15:09.900660044,Printer,Office,West,Bank Transfer,7,233.8470497470277,0.2588650032412628,1213.1856271941253,39.0,Male,VIP,2.5673798384979483,31.42285015694922
100063,1035,2024-01-04 00:25:14.980998733,Headphones,Accessories,East,Online,2,134.13162698523206,0.07309280936752968,248.6551390876878,48.0,Female,Returning,3.5626100468030075,7.255787148623023
100064,3254,2024-01-04 01:35:20.061337422,Camera,Electronics,West,Bank Transfer,2,951.5122975936978,0.03546145922231068,1835.5405661061034,59.0,Female,Returning,1.6877707763596308,23.248773014209576
100065,2956,2024-01-04 02:45:25.141676111,Laptop,Electronics,South,Bank Transfer,1,1169.9842896913372,0.28813767530793866,832.8677363128654,22.0,Male,Returning,3.8973056132930517,43.64824876636406
100066,2586,2024-01-04 03:55:30.222014801,Camera,Electronics,North,Online,1,903.6885290619838,0.14460506837768763,773.0105875248437,25.0,Male,New,4.58492503377388,46.00947531093509
100067,2022,2024-01-04 05:05:35.302353490,Smartwatch,Wearables,North,Cash,6,265.9244349286064,0.02801314566486014,1550.8503299826343,23.0,Male,Returning,2.5301182400900335,24.426517841804234
100068,3614,2024-01-04 06:15:40.382692179,Keyboard,Accessories,East,Card,6,72.37891971003857,0.0645923946371807,406.22275178828966,27.0,Female,New,4.89827324888563,20.77669519892192
100069,2130,2024-01-04 07:25:45.463030868,Mouse,Accessories,North,Online,6,40.35361041201639,0.21112762230761592,191.00309156519705,63.0,Female,Returning,3.756031165219274,28.23523307880538
100070,2501,2024-01-04 08:35:50.543369558,Monitor,Electronics,West,Bank Transfer,6,276.31132310812217,0.024394892159082648,1617.4244290713964,57.0,Female,New,3.3014602118082883,9.633399976313072
100071,1703,2024-01-04 09:45:55.623708247,Headphones,Accessories,South,Card,7,124.2105932491481,0.1299192352773918,756.5127357260733,55.0,Female,Returning,2.215772663223322,9.881072352050747
100072,3450,2024-01-04 10:56:00.704046936,Mouse,Accessories,North,Online,2,34.22401810681964,0.12827490366305902,59.667870962409125,58.0,Male,New,1.0658731538874302,6.767225021863533
100073,3778,2024-01-04 12:06:05.784385625,Monitor,Electronics,West,Card,5,305.40485820134774,0.20570344645421318,1212.9101315273513,64.0,Male,New,2.653357368845016,44.2786868867087
100074,2580,2024-01-04 13:16:10.864724314,Mouse,Accessories,South,Card,6,43.84894094071521,0.0598211336842711,247.35508549672187,33.0,Male,New,4.646861883787666,40.80527268957536
100075,1162,2024-01-04 14:26:15.945063004,Mouse,Accessories,North,Bank Transfer,6,36.15700659704767,0.2951312146857481,152.9156719239623,45.0,Female,New,4.216313926939575,16.65715542305042
100076,1202,2024-01-04 15:36:21.025401693,Smartphone,Electronics,North,Cash,1,707.4105013265884,0.04658370886376634,674.4566964856195,18.0,Female,New,4.931240946023845,35.99901358024006
100077,2982,2024-01-04 16:46:26.105740382,Keyboard,Accessories,North,Cash,6,79.87493825908479,0.1795099020832391,393.21957547975023,63.0,Male,Returning,4.230426516271545,45.08173803197715
100078,1996,2024-01-04 17:56:31.186079071,Tablet,Electronics,South,Card,5,551.5195005612999,0.09843067893650646,2486.165308371641,69.0,Male,Returning,3.9180965670175576,41.62203822856958
100079,3318,2024-01-04 19:06:36.266417761,Monitor,Electronics,North,Bank Transfer,7,282.18010443420445,0.03986402293506967,1896.5188919545328,35.0,Female,Returning,1.34753657666232,13.66321644968217
100080,1816,2024-01-04 20:16:41.346756450,Headphones,Accessories,North,Bank Transfer,7,109.5086193910879,0.1616650628156481,642.6343109086095,56.0,Male,New,4.9187591176349965,18.360027924205003
100081,1456,2024-01-04 21:26:46.427095139,Laptop,Electronics,West,Online,5,1140.2541707165751,0.05085406786009393,5411.338038705996,61.0,Male,New,2.167917473103396,17.81211904104763
100082,2276,2024-01-04 22:36:51.507433828,Mouse,Accessories,West,Card,7,39.174699655493576,0.20395461095194298,218.2938731966872,59.0,Female,New,1.9752423172856552,25.064217973264633
100083,2017,2024-01-04 23:46:56.587772518,Mouse,Accessories,West,Online,3,43.85299489966403,0.009729262547853279,130.27901279632658,64.0,Male,Returning,1.1173858690186398,26.715105062928117
100084,3344,2024-01-05 00:57:01.668111207,Monitor,Electronics,West,Bank Transfer,7,276.52833580407105,0.15311837763651112,1639.3073595865912,56.0,Male,New,2.606215165449038,17.95743307597962
100085,3768,2024-01-05 02:07:06.748449896,Smartwatch,Wearables,North,Card,5,266.5633797517702,0.06569485690824005,1245.257683310004,54.0,Female,Returning,4.57871079227699,43.29406494404197
100086,1338,2024-01-05 03:17:11.828788585,Tablet,Electronics,South,Cash,6,564.393647241934,0.2849983630922998,2421.2542898297393,28.0,Female,Returning,4.077895728567453,7.8221168182147185
100087,1879,2024-01-05 04:27:16.909127275,Mouse,Accessories,,Cash,7,38.55414651547105,0.21315956487641688,212.35172994036128,20.0,Female,Returning,3.344840547871493,28.191635000979534
100088,2077,2024-01-05 05:37:21.989465964,Printer,Office,East,Online,4,188.7190963490941,0.22658456604560667,583.8330471932622,46.0,Female,Returning,3.9870931054621543,21.021082710772742
100089,1792,2024-01-05 06:47:27.069804653,Smartphone,Electronics,South,Card,6,878.6279413489312,0.2116050397708729,4156.235045255943,21.0,Male,Returning,1.2112378855827113,41.29396967173691
100090,3265,2024-01-05 07:57:32.150143342,Camera,Electronics,East,Bank Transfer,2,956.2717400265943,0.19976863613515763,1530.477277493775,48.0,Male,New,1.7521351401218177,47.58710108790138
100091,1764,2024-01-05 09:07:37.230482032,Smartphone,Electronics,North,Online,7,715.7767529208835,0.04141440150190732,4802.933009627805,28.0,Male,New,2.8724769349373585,10.011543296868323
100092,3236,2024-01-05 10:17:42.310820721,Tablet,Electronics,South,Cash,7,514.5358336357028,0.29922850954360225,2524.004301210816,47.0,Male,New,3.6761340456370384,25.185679776022788
100093,1380,2024-01-05 11:27:47.391159410,Printer,Office,South,Bank Transfer,2,241.4378866649746,0.1972126752424643,387.6465502617761,32.0,Female,Returning,3.2757989014538738,23.44724009560914
100094,1493,2024-01-05 12:37:52.471498099,Smartphone,Electronics,West,Card,-1,723.4476348360126,0.2692137122729408,3700.7992799871154,32.0,Male,Returning,1.6147428111306685,5.936250025080186
100095,2181,2024-01-05 13:47:57.551836789,Camera,Electronics,North,Cash,1,825.1835057974995,0.1511418031627771,700.4637827910834,49.0,Male,Returning,4.286660931930507,43.75994500623439
100096,3063,2024-01-05 14:58:02.632175478,Laptop,Electronics,East,Bank Transfer,1,1092.641357162077,0.08579132969448856,998.9022022519517,46.0,Male,New,,14.440425061264085
100097,1065,2024-01-05 16:08:07.712514167,Keyboard,Accessories,South,Cash,3,80.44753262008936,0.13116880614548615,209.68597742688658,66.0,Male,VIP,2.0042421965028567,8.895106243231659
100098,3569,2024-01-05 17:18:12.792852856,Laptop,Electronics,South,Card,6,1102.6277825644402,0.11974783028950253,5823.542987912539,,Male,New,4.787643804059446,45.813103275509455
100099,2368,2024-01-05 18:28:17.873191546,Keyboard,Accessories,West,Online,3,65.10528625891543,0.004787812715015172,194.38072302465085,45.0,Male,Returning,4.751460224822568,17.89740819939611
100100,2153,2024-01-05 19:38:22.953530235,Smartwatch,Wearables,South,Bank Transfer,4,216.09442516042873,0.20248144133662152,689.3572579565457,38.0,Female,Returning,1.6617188251422927,30.05757139893804
100101,3028,2024-01-05 20:48:28.033868924,Smartwatch,Wearables,West,Bank Transfer,1,286.245883889148,0.22129420035557332,222.9013299088247,55.0,Male,Returning,1.9158340406048766,30.440044488294973
100102,3696,2024-01-05 21:58:33.114207613,Smartwatch,Wearables,South,Card,2,231.00656236848795,0.012273836307576157,456.3424512720025,56.0,Female,New,3.573573615697555,49.9847593894929
100103,2496,2024-01-05 23:08:38.194546303,Smartphone,Electronics,South,Cash,4,854.0559584775348,0.07378301062951433,3164.1645544599473,28.0,Female,New,4.353867429093878,42.1432500329452
100104,2163,2024-01-06 00:18:43.274884992,Smartwatch,Wearables,North,Cash,7,214.47764000070933,0.19933089228654885,1202.0793445069833,49.0,Female,Returning,3.2303795338890553,15.41076759926136
100105,2523,2024-01-06 01:28:48.355223681,Keyboard,Accessories,South,Cash,1,75.95146282833548,0.09656843851029398,68.6169486604305,44.0,Male,New,2.1214075118198013,32.49786175504822
100106,3641,2024-01-06 02:38:53.435562370,Laptop,Electronics,West,Bank Transfer,4,1290.219777026173,0.280154948803508,3715.033285792528,41.0,Female,Returning,2.138865770121151,6.100135129994456
100107,1392,2024-01-06 03:48:58.515901060,Monitor,Electronics,West,Bank Transfer,6,262.57375386281274,0.033778756621969476,1522.2260336145832,54.0,Female,Returning,1.144416697507169,30.98788026803337
100108,2699,2024-01-06 04:59:03.596239749,Mouse,Accessories,West,Cash,5,35.47122205073276,0.27842607517466755,127.97554456749059,18.0,Male,New,1.0223695157708872,46.64898029211045
100109,1419,2024-01-06 06:09:08.676578438,Keyboard,Accessories,East,Bank Transfer,7,65.69729479859998,0.2741878273511229,333.7872739244794,49.0,Male,New,1.5128812968370458,8.609251357468278
100110,3337,2024-01-06 07:19:13.756917127,Laptop,Electronics,South,Online,7,1147.6804557707835,0.28672967940868876,5730.244846368062,18.0,Male,Returning,4.971979300738715,9.553218243835875
100111,1379,2024-01-06 08:29:18.837255817,Laptop,Electronics,North,Card,5,1302.0598984222643,0.023168317091534194,6359.4668091172325,62.0,Female,Returning,1.7849266076448123,6.910382881250168
100112,2797,2024-01-06 09:39:23.917594506,Mouse,Accessories,North,Card,4,34.73426775144787,0.08172042430133253,127.58307461201382,51.0,Male,New,3.197038730380327,30.667234987516924
100113,3279,2024-01-06 10:49:28.997933195,Printer,Office,East,Bank Transfer,1,229.91581096220835,0.07539597963901697,212.5810831602136,35.0,Female,New,1.687822045198644,20.73573938673861
100114,3089,2024-01-06 11:59:34.078271884,Monitor,Electronics,South,Online,5,275.56805481948305,1.5,1011.9022663703167,46.0,Female,New,4.465045050527003,8.801118601162317
100115,3183,2024-01-06 13:09:39.158610574,Printer,Office,West,Online,5,212.2429699580971,0.24215288219189218,804.2386152888836,23.0,Female,New,3.6469946588512467,15.626754798501995
100116,1201,2024-01-06 14:19:44.238949263,Printer,Office,East,Cash,4,187.14546081772315,0.04766841998669019,712.898129571445,48.0,Male,Returning,3.9681225652108054,45.74961477127184
100117,2864,2024-01-06 15:29:49.319287952,Laptop,Electronics,East,Card,5,1124.8045118034433,0.04244338933441811,5385.319979919298,31.0,Female,Returning,4.26402811178324,20.038660253556333
100118,1780,2024-01-06 16:39:54.399626641,Camera,Electronics,West,Card,6,811.2612482774316,0.14223936006634683,4175.207804854944,28.0,Female,Returning,4.244190161520405,12.121802570711928
100119,3978,2024-01-06 17:49:59.479965331,Headphones,Accessories,East,Card,7,120.14299773422093,0.05200183491802879,797.2673897964221,22.0,Male,Returning,1.028903239650123,22.23928963170696
100120,1503,2024-01-06 19:00:04.560304020,Keyboard,Accessories,East,Bank Transfer,2,62.82203906420823,0.1427701443476094,107.70585495760012,39.0,Male,Returning,3.687569998764583,19.565304030576222
100121,3455,2024-01-06 20:10:09.640642709,Smartphone,Electronics,West,Online,5,880.5962283721663,0.2534083851586973,3287.2288008176815,68.0,Female,VIP,4.290141536710518,34.68315288662161
100122,2752,2024-01-06 21:20:14.720981398,Printer,Office,South,Cash,6,245.2717749014668,0.1499742761523519,1250.9239080001003,30.0,Male,VIP,1.2206098790246571,16.02406855553857
100123,1805,2024-01-06 22:30:19.801320088,Smartwatch,Wearables,north,Bank Transfer,7,275.8967236038488,0.2173335530457429,1511.5457587254155,29.0,Female,Returning,3.1304181657123613,5.267791034137553
100124,3147,2024-01-06 23:40:24.881658777,Smartphone,Electronics,North,Cash,4,915.6326772854038,0.07502153891068858,3387.762019034156,58.0,Female,VIP,1.6878807676391232,38.632869276941804
100125,3732,2024-01-07 00:50:29.961997466,Tablet,Electronics,West,Bank Transfer,5,562.1969612086931,0.07973629234102507,2586.8472997826043,21.0,Male,New,1.8511498018232762,27.611439204010612
100126,2896,2024-01-07 02:00:35.042336155,Camera,Electronics,West,Card,5,840.5427363907638,0.17813494948019498,3454.0634925392515,55.0,Male,New,4.368521641580209,14.513966342792436
100127,3774,2024-01-07 03:10:40.122674845,Smartphone,Electronics,South,Cash,3,755.4706454837623,0.2557289416592907,1686.8248105786156,21.0,Male,VIP,2.839492077070409,23.9514229860087
100128,2571,2024-01-07 04:20:45.203013534,Mouse,Accessories,East,Online,4,40.39191355500195,0.15933303976442256,135.82458874552682,47.0,Female,New,1.7382661254116192,25.51077225579722
100129,1961,2024-01-07 05:30:50.283352223,Headphones,Accessories,South,Online,4,115.85847519114832,0.05948438200503161,435.8668215774303,18.0,Female,Returning,3.984444651884216,45.7873662100161
100130,3661,2024-01-07 06:40:55.363690912,Monitor,Electronics,East,Bank Transfer,6,342.29199230094946,0.06534951336428924,1919.5402630535364,66.0,Female,New,4.565801140205082,5.786488635881065
100131,2486,2024-01-07 07:51:00.444029602,Mouse,Accessories,East,Card,3,38.07437340339115,0.18510445940100514,93.07991129257326,48.0,Male,VIP,3.71551167202033,46.844692414761745
100132,3691,2024-01-07 09:01:05.524368291,Printer,Office,South,Bank Transfer,3,235.84543717604447,0.031017967855223826,685.5899729607502,66.0,Male,Returning,4.683269993757996,6.626438169569618
100133,2029,2024-01-07 10:11:10.604706980,Camera,Electronics,West,Cash,6,920.3476596370774,0.019643131966679172,5413.614894621612,59.0,Male,New,2.1459374209466273,49.416574332737675
100134,1503,2024-01-07 11:21:15.685045669,Camera,Electronics,West,Online,2,1023.249789809841,0.03083784930685609,1983.389933976826,67.0,Male,New,2.730998101733594,27.772456233071516
100135,3815,2024-01-07 12:31:20.765384359,Printer,Office,South,Online,5,236.13816282843325,0.11770334910210223,1041.7195510635456,40.0,Male,New,1.4213627200774823,24.9306981567606
100136,1398,2024-01-07 13:41:25.845723048,Headphones,Accessories,East,Online,1,112.93125021776892,0.10631106700020483,100.92540850945079,31.0,Female,Returning,1.293482471325758,37.820169132714646
100137,1871,2024-01-07 14:51:30.926061737,Laptop,Electronics,East,Online,1,1090.9446084687397,0.0006439777382257649,1090.2420644272484,52.0,Male,New,2.6127740389003185,6.243875659319599
100138,3843,2024-01-07 16:01:36.006400426,Smartphone,Electronics,East,Cash,3,885.1083804781746,0.04850161816824365,2526.537575312129,34.0,Female,VIP,3.728605499538789,42.49547126745012
100139,1393,2024-01-07 17:11:41.086739116,Smartwatch,Wearables,East,Online,4,280.8260829002037,0.1042536298831435,1006.1957775679715,49.0,Female,Returning,4.0171640263359425,45.66634706658042
100140,1207,2024-01-07 18:21:46.167077805,Printer,Office,South,Bank Transfer,4,241.8522223784587,0.12898818345182037,842.6245742003024,53.0,Female,Returning,1.6034007505313848,7.899832783516284
100141,2039,2024-01-07 19:31:51.247416494,Smartwatch,Wearables,North,Online,6,267.8087176693341,0.1206891727575268,1412.9226304594088,40.0,Female,Returning,3.454962769510856,26.097174430544868
100142,2882,2024-01-07 20:41:56.327755183,Smartphone,Electronics,West,Cash,2,757.2152099000762,0.0958854082414859,1369.2186407442898,51.0,Male,Returning,3.099878575368379,21.110043893725507
100143,3940,2024-01-07 21:52:01.408093873,Headphones,Accessories,West,Card,1,120.19343297073095,0.24357641274189307,90.91714773258713,64.0,Male,Returning,4.231569626143118,38.22869438205666
100144,2485,2024-01-07 23:02:06.488432562,Laptop,Electronics,North,Card,7,1349.6530520538013,0.12480609421636951,8268.456882558346,55.0,Male,VIP,3.9147737471858974,39.215549365977736
100145,1864,2024-01-08 00:12:11.568771251,Monitor,Electronics,East,Online,7,267.1407718636892,0.19334191890627442,1508.4388368942218,58.0,Male,Returning,3.000049786220482,31.717469803450467
100146,3791,2024-01-08 01:22:16.649109940,Headphones,Accessories,North,Card,6,119.817091294866,0.24974809752918617,539.3580041549544,56.0,Female,VIP,1.9850222952771408,41.71762025774602
100147,1564,2024-01-08 02:32:21.729448629,Smartwatch,Wearables,North,Cash,6,239.16320162709957,0.25611568567138454,1067.458525530068,39.0,Male,Returning,4.508285600997538,35.0110999158768
100148,2021,2024-01-08 03:42:26.809787319,Camera,Electronics,North,Online,4,947.9221853560449,0.2571048931742974,2816.8270126101297,59.0,Female,Returning,1.6689549876939043,
