transaction_id,customer_id,order_date,product,category,region,payment_method,quantity,unit_price,discount,revenue,customer_age,customer_gender,customer_type,rating,shipping_cost,year,month,month_name,day_of_week,quarter,year_week,gross_revenue,discount_amount,estimated_profit,discount_group
100032,3048,2024-01-02 12:12:37.490499366,Monitor,Electronics,North,Cash,2.0,339.8418471488129,0.0822873554041709,623.7543205825372,58.0,Female,New,1.0112159476386164,14.517735458706838,2024,1,January,Tuesday,1,1,679.6836942976258,55.92937371508858,249.5017282330149,5-10%
100033,3748,2024-01-02 13:22:42.570838055,Laptop,Electronics,North,Online,5.0,1347.113949268975,0.0334804879271955,6510.05958476959,63.0,Male,Returning,4.3955122111878016,47.64644730763862,2024,1,January,Tuesday,1,1,6735.569746344874,225.5101615752828,2604.0238339078364,0-5%
100034,1976,2024-01-02 14:32:47.651176745,Headphones,Accessories,West,Cash,4.0,106.14189740654868,0.121343410789361,373.0491101903344,62.0,Female,New,1.0347808857492464,38.982993390227975,2024,1,January,Tuesday,1,1,424.5675896261947,51.51847943586019,149.21964407613376,10-20%
100035,2807,2024-01-02 15:42:52.731515434,Monitor,Electronics,North,Cash,7.0,256.1245252950382,0.0280170306705082,1742.6407363006442,36.0,Female,New,4.87581105631941,38.77375415273152,2024,1,January,Tuesday,1,1,1792.8716770652675,50.23094076462307,697.0562945202578,0-5%
100036,1190,2024-01-02 16:52:57.811854123,Laptop,Electronics,North,Bank Transfer,3.0,1290.3627080905997,0.2238152677649723,3004.679499196102,65.0,Female,Returning,3.241757691174284,22.61536774646047,2024,1,January,Tuesday,1,1,3871.0881242717987,866.4086250756969,1201.8717996784408,20-30%
100037,3735,2024-01-02 18:03:02.892192812,Laptop,Electronics,East,Online,5.0,1130.3318246270362,0.2784073063820778,4078.19593007342,66.0,Female,New,2.472719754419561,37.81515228102378,2024,1,January,Tuesday,1,1,5651.659123135181,1573.4631930617616,1631.2783720293683,20-30%
100038,1563,2024-01-02 19:13:07.972531502,Mouse,Accessories,West,Online,2.0,44.01612375703336,0.0576997638408393,82.95280762212676,26.0,Male,New,3.4283497905373688,27.078889374824094,2024,1,January,Tuesday,1,1,88.03224751406673,5.079439891939963,33.1811230488507,5-10%
100039,2900,2024-01-02 20:23:13.052870191,Headphones,Accessories,South,Cash,7.0,109.75545979407929,0.0751732840051179,710.5334701070666,31.0,Female,New,1.5941318533802562,25.900364051304496,2024,1,January,Tuesday,1,1,768.288218558555,57.75474845148835,284.21338804282664,5-10%
100040,2268,2024-01-02 21:33:18.133208880,Tablet,Electronics,North,Bank Transfer,1.0,498.8312900972264,0.0480464806092124,474.8642021903016,20.0,Female,New,2.908970242445608,41.78000081683321,2024,1,January,Tuesday,1,1,498.8312900972264,23.967087906924792,189.94568087612066,0-5%
100041,3880,2024-01-02 22:43:23.213547569,Keyboard,Accessories,East,Cash,4.0,60.19186681296393,0.0562291328441174,227.22932135120945,47.0,Female,Returning,3.755183338837244,20.61508633551536,2024,1,January,Tuesday,1,1,240.76746725185572,13.538145900646281,90.89172854048378,5-10%
100042,2529,2024-01-02 23:53:28.293886259,Camera,Electronics,West,Cash,5.0,1006.5730035102129,0.093469978434354,4562.443232897552,58.0,Male,VIP,3.6177423286828327,9.055450196306149,2024,1,January,Tuesday,1,1,5032.865017551065,470.4217846535127,1824.9772931590207,5-10%
100043,1647,2024-01-03 01:03:33.374224948,Printer,Office,North,Cash,5.0,198.74641570175123,0.0843512613743646,909.9095242183732,69.0,Female,New,4.630426730405574,7.21335011173858,2024,1,January,Wednesday,1,1,993.7320785087561,83.8225542903827,363.96380968734934,5-10%
100044,3069,2024-01-03 02:13:38.454563637,Printer,Office,South,Cash,3.0,206.4504001668901,0.1155510976658723,547.7844894421421,18.0,Female,Returning,2.137479054371109,27.083590054595103,2024,1,January,Wednesday,1,1,619.3512005006703,71.56671105852821,219.11379577685685,10-20%
100045,3889,2024-01-03 03:23:43.534902326,Printer,Office,North,Online,7.0,218.66022617429692,0.1574828439613123,1289.5749432660143,22.0,Female,New,1.2820852457924723,40.9047504419632,2024,1,January,Wednesday,1,1,1530.6215832200785,241.0466399540644,515.8299773064058,10-20%
100046,3215,2024-01-03 04:33:48.615241016,Tablet,Electronics,East,Card,4.0,465.6903263624941,0.2182602536366927,1456.1945504578478,40.0,Female,VIP,2.4900864718471287,29.934623305314044,2024,1,January,Wednesday,1,1,1862.7613054499764,406.56675499212866,582.4778201831391,20-30%
100047,2298,2024-01-03 05:43:53.695579705,Keyboard,Accessories,West,Online,1.0,60.34343236643932,0.2653466092765124,44.33150719589809,23.0,Female,Returning,1.5312068020946876,20.53619809732932,2024,1,January,Wednesday,1,1,60.34343236643932,16.011925170541225,17.732602878359238,20-30%
100048,3436,2024-01-03 06:53:58.775918394,Printer,Office,East,Bank Transfer,5.0,188.91968456608944,0.1378138212460911,814.4197046371523,37.0,Male,Returning,4.573074397222401,15.589691944836789,2024,1,January,Wednesday,1,1,944.5984228304472,130.17871819329483,325.76788185486095,10-20%
100049,1601,2024-01-03 08:04:03.856257083,Keyboard,Accessories,West,Card,3.0,79.55947851910258,0.2726920224262946,173.59273025564147,63.0,Male,Returning,4.925306719031538,42.32971357624347,2024,1,January,Wednesday,1,1,238.67843555730775,65.08570530166627,69.43709210225659,20-30%
100050,3364,2024-01-03 09:14:08.936595773,Camera,Electronics,South,Cash,7.0,852.8840075472215,0.2039268032224925,4752.7066885796985,59.0,Male,Returning,3.538030907332854,10.193127226744274,2024,1,January,Wednesday,1,1,5970.18805283055,1217.4813642508511,1901.0826754318796,20-30%
100051,3062,2024-01-03 10:24:14.016934462,Printer,Office,North,Online,4.0,209.06984520847936,0.2186726364447855,653.4079638225519,25.0,Male,New,4.174970818137984,43.21482756725098,2024,1,January,Wednesday,1,1,836.2793808339175,182.87141701136554,261.36318552902077,20-30%
100052,1242,2024-01-03 11:34:19.097273151,Headphones,Accessories,East,Card,4.0,135.2243989197969,0.1566730661946344,456.1535108668237,48.0,Male,New,3.786786697456895,18.62059903440444,2024,1,January,Wednesday,1,1,540.8975956791876,84.74408481236395,182.4614043467295,10-20%
100053,3042,2024-01-03 12:44:24.177611840,Laptop,Electronics,South,Cash,7.0,1321.0153247334924,0.1569659962365672,7795.625867700492,32.0,Female,New,3.191860738366766,14.88792543447504,2024,1,January,Wednesday,1,1,9247.107273134447,1451.4814054339547,3118.2503470801967,10-20%
100054,3825,2024-01-03 13:54:29.257950530,Printer,Office,South,Online,7.0,232.3381459527521,0.1595919229878747,1366.811981197004,43.0,Female,New,4.313013396266242,46.80570109036457,2024,1,January,Wednesday,1,1,1626.3670216692647,259.55504047226043,546.7247924788015,10-20%
100055,3613,2024-01-03 15:04:34.338289219,Keyboard,Accessories,North,Card,7.0,73.32862090410423,0.1475933351940622,437.5406362578052,50.0,Male,New,4.573032402556022,22.71153163091047,2024,1,January,Wednesday,1,1,513.3003463287296,75.7597100709244,175.0162545031221,10-20%
100056,3946,2024-01-03 16:14:39.418627908,Laptop,Electronics,East,Online,1.0,1308.3908650390804,0.1376635533196028,1128.2731294268915,65.0,Female,New,3.0506456707465937,47.94583139033479,2024,1,January,Wednesday,1,1,1308.3908650390804,180.11773561218868,451.30925177075665,10-20%
100057,2364,2024-01-03 17:24:44.498966597,Mouse,Accessories,North,Card,3.0,36.026505399123245,0.2323679458581337,82.96530102924604,69.0,Male,Returning,4.244560381086376,33.98122644872204,2024,1,January,Wednesday,1,1,108.07951619736974,25.114215168123696,33.18612041169842,20-30%
100058,3140,2024-01-03 18:34:49.579305287,Printer,Office,North,Bank Transfer,7.0,230.8421405905828,0.1163045715043147,1427.959010408394,56.0,Female,Returning,2.560490888069207,27.083590054595103,2024,1,January,Wednesday,1,1,1615.8949841340796,187.93597372568553,571.1836041633577,10-20%
100059,2391,2024-01-03 19:44:54.659643976,Printer,Office,West,Online,1.0,193.4943070894631,0.0620205144604303,181.4936906186101,49.0,Female,Returning,1.933243467914568,22.164886504321505,2024,1,January,Wednesday,1,1,193.4943070894631,12.000616470852986,72.59747624744404,5-10%
100060,2479,2024-01-03 20:54:59.739982665,Monitor,Electronics,West,Online,5.0,266.38614595602064,0.0406707832614823,1277.7600637499088,18.0,Male,Returning,2.851939952726417,16.728321433985972,2024,1,January,Wednesday,1,1,1331.9307297801033,54.17066603019453,511.10402549996354,0-5%
100061,3557,2024-01-03 22:05:04.820321354,Laptop,Electronics,North,Card,6.0,1107.3921962784684,0.2638738807703689,4891.0819194698815,22.0,Female,VIP,1.9895878938502527,9.793662114394042,2024,1,January,Wednesday,1,1,6644.3531776708105,1753.271258200929,1956.4327677879528,20-30%
100062,1776,2024-01-03 23:15:09.900660044,Printer,Office,West,Bank Transfer,7.0,233.8470497470277,0.2588650032412628,1213.1856271941251,39.0,Male,VIP,2.5673798384979483,31.42285015694922,2024,1,January,Wednesday,1,1,1636.929348229194,423.7437210350685,485.27425087765005,20-30%
100063,1035,2024-01-04 00:25:14.980998733,Headphones,Accessories,East,Online,2.0,134.13162698523206,0.0730928093675296,248.6551390876878,48.0,Female,Returning,3.5626100468030075,7.255787148623023,2024,1,January,Thursday,1,1,268.2632539704641,19.608114882776313,99.46205563507512,5-10%
100064,3254,2024-01-04 01:35:20.061337422,Camera,Electronics,West,Bank Transfer,2.0,951.5122975936978,0.0354614592223106,1835.5405661061036,59.0,Female,Returning,1.6877707763596308,23.248773014209576,2024,1,January,Thursday,1,1,1903.0245951873956,67.48402908129196,734.2162264424414,0-5%
100065,2956,2024-01-04 02:45:25.141676111,Laptop,Electronics,South,Bank Transfer,1.0,1169.9842896913372,0.2881376753079386,832.8677363128654,22.0,Male,Returning,3.897305613293052,43.64824876636406,2024,1,January,Thursday,1,1,1169.9842896913372,337.1165533784717,333.1470945251462,20-30%
100066,2586,2024-01-04 03:55:30.222014801,Camera,Electronics,North,Online,1.0,903.6885290619838,0.1446050683776876,773.0105875248437,25.0,Male,New,4.58492503377388,46.00947531093509,2024,1,January,Thursday,1,1,903.6885290619838,130.6779415371401,309.2042350099375,10-20%
100067,2022,2024-01-04 05:05:35.302353490,Smartwatch,Wearables,North,Cash,6.0,265.9244349286064,0.0280131456648601,1550.8503299826343,23.0,Male,Returning,2.530118240090033,24.426517841804237,2024,1,January,Thursday,1,1,1595.5466095716383,44.69627958900397,620.3401319930538,0-5%
100068,3614,2024-01-04 06:15:40.382692179,Keyboard,Accessories,East,Card,6.0,72.37891971003857,0.0645923946371807,406.22275178828966,27.0,Female,New,4.89827324888563,20.77669519892192,2024,1,January,Thursday,1,1,434.2735182602314,28.050766471941763,162.48910071531589,5-10%
100069,2130,2024-01-04 07:25:45.463030868,Mouse,Accessories,North,Online,6.0,40.35361041201639,0.2111276223076159,191.00309156519705,63.0,Female,Returning,3.756031165219274,28.23523307880538,2024,1,January,Thursday,1,1,242.1216624720983,51.118570906901226,76.40123662607883,20-30%
100070,2501,2024-01-04 08:35:50.543369558,Monitor,Electronics,West,Bank Transfer,6.0,276.31132310812217,0.0243948921590826,1617.4244290713964,57.0,Female,New,3.3014602118082883,9.633399976313072,2024,1,January,Thursday,1,1,1657.867938648733,40.44350957733641,646.9697716285586,0-5%
100071,1703,2024-01-04 09:45:55.623708247,Headphones,Accessories,South,Card,7.0,124.2105932491481,0.1299192352773918,756.5127357260733,55.0,Female,Returning,2.215772663223322,9.881072352050747,2024,1,January,Thursday,1,1,869.4741527440367,112.9614170179634,302.60509429042935,10-20%
100072,3450,2024-01-04 10:56:00.704046936,Mouse,Accessories,North,Online,2.0,34.22401810681964,0.128274903663059,59.667870962409125,58.0,Male,New,1.0658731538874302,6.767225021863533,2024,1,January,Thursday,1,1,68.44803621363928,8.780165251230152,23.867148384963652,10-20%
100073,3778,2024-01-04 12:06:05.784385625,Monitor,Electronics,West,Card,5.0,305.40485820134774,0.2057034464542131,1212.9101315273513,64.0,Male,New,2.653357368845016,44.2786868867087,2024,1,January,Thursday,1,1,1527.0242910067386,314.11415947938735,485.16405261094053,20-30%
100074,2580,2024-01-04 13:16:10.864724314,Mouse,Accessories,South,Card,6.0,43.84894094071521,0.0598211336842711,247.35508549672187,33.0,Male,New,4.646861883787666,40.80527268957536,2024,1,January,Thursday,1,1,263.09364564429126,15.738560147569395,98.94203419868876,5-10%
100075,1162,2024-01-04 14:26:15.945063004,Mouse,Accessories,North,Bank Transfer,6.0,36.15700659704767,0.2951312146857481,152.9156719239623,45.0,Female,New,4.216313926939575,16.65715542305042,2024,1,January,Thursday,1,1,216.94203958228601,64.02636765832372,61.16626876958492,20-30%
100076,1202,2024-01-04 15:36:21.025401693,Smartphone,Electronics,North,Cash,1.0,707.4105013265884,0.0465837088637663,674.4566964856195,18.0,Female,New,4.931240946023845,35.99901358024006,2024,1,January,Thursday,1,1,707.4105013265884,32.95380484096876,269.78267859424784,0-5%
100077,2982,2024-01-04 16:46:26.105740382,Keyboard,Accessories,North,Cash,6.0,79.87493825908479,0.1795099020832391,393.21957547975023,63.0,Male,Returning,4.230426516271545,45.08173803197715,2024,1,January,Thursday,1,1,479.2496295545087,86.03005407475848,157.2878301919001,10-20%
100078,1996,2024-01-04 17:56:31.186079071,Tablet,Electronics,South,Card,5.0,551.5195005612999,0.0984306789365064,2486.165308371641,69.0,Male,Returning,3.9180965670175576,41.62203822856958,2024,1,January,Thursday,1,1,2757.5975028064995,271.43219443485833,994.4661233486564,5-10%
100079,3318,2024-01-04 19:06:36.266417761,Monitor,Electronics,North,Bank Transfer,7.0,282.18010443420445,0.0398640229350696,1896.5188919545328,35.0,Female,Returning,1.34753657666232,13.66321644968217,2024,1,January,Thursday,1,1,1975.2607310394312,78.74183908489823,758.6075567818132,0-5%
100080,1816,2024-01-04 20:16:41.346756450,Headphones,Accessories,North,Bank Transfer,7.0,109.5086193910879,0.1616650628156481,642.6343109086095,56.0,Male,New,4.9187591176349965,18.360027924205003,2024,1,January,Thursday,1,1,766.5603357376153,123.92602482900588,257.0537243634438,10-20%
100081,1456,2024-01-04 21:26:46.427095139,Laptop,Electronics,West,Online,5.0,1140.2541707165751,0.0508540678600939,5411.338038705996,61.0,Male,New,2.167917473103396,17.81211904104763,2024,1,January,Thursday,1,1,5701.270853582875,289.93281487687904,2164.5352154823986,5-10%
100082,2276,2024-01-04 22:36:51.507433828,Mouse,Accessories,West,Card,7.0,39.174699655493576,0.2039546109519429,218.2938731966872,59.0,Female,New,1.9752423172856552,25.064217973264636,2024,1,January,Thursday,1,1,274.22289758845506,55.92902439176783,87.31754927867489,20-30%
100083,2017,2024-01-04 23:46:56.587772518,Mouse,Accessories,West,Online,3.0,43.85299489966403,0.0097292625478532,130.27901279632658,64.0,Male,Returning,1.1173858690186398,26.71510506292812,2024,1,January,Thursday,1,1,131.5589846989921,1.279971902665496,52.11160511853063,0-5%
100084,3344,2024-01-05 00:57:01.668111207,Monitor,Electronics,West,Bank Transfer,7.0,276.52833580407105,0.1531183776365111,1639.3073595865912,56.0,Male,New,2.606215165449038,17.95743307597962,2024,1,January,Friday,1,1,1935.6983506284973,296.3909910419059,655.7229438346366,10-20%
100085,3768,2024-01-05 02:07:06.748449896,Smartwatch,Wearables,North,Card,5.0,266.5633797517702,0.06569485690824,1245.257683310004,54.0,Female,Returning,4.57871079227699,43.29406494404197,2024,1,January,Friday,1,1,1332.816898758851,87.55921544884693,498.1030733240016,5-10%
100086,1338,2024-01-05 03:17:11.828788585,Tablet,Electronics,South,Cash,6.0,564.393647241934,0.2849983630922998,2421.2542898297397,28.0,Female,Returning,4.077895728567453,7.8221168182147185,2024,1,January,Friday,1,1,3386.3618834516037,965.1075936218645,968.5017159318959,20-30%
100087,1879,2024-01-05 04:27:16.909127275,Mouse,Accessories,North,Cash,7.0,38.55414651547105,0.2131595648764168,212.35172994036128,20.0,Female,Returning,3.344840547871493,28.19163500097953,2024,1,January,Friday,1,1,269.8790256082973,57.527295667935995,84.94069197614452,20-30%
100088,2077,2024-01-05 05:37:21.989465964,Printer,Office,East,Online,4.0,188.7190963490941,0.2265845660456066,583.8330471932622,46.0,Female,Returning,3.9870931054621535,21.021082710772745,2024,1,January,Friday,1,1,754.8763853963763,171.04333820311402,233.5332188773049,20-30%
100089,1792,2024-01-05 06:47:27.069804653,Smartphone,Electronics,South,Card,6.0,878.6279413489312,0.2116050397708729,4156.235045255943,21.0,Male,Returning,1.2112378855827113,41.29396967173691,2024,1,January,Friday,1,1,5271.767648093588,1115.5326028376446,1662.4940181023774,20-30%
100090,3265,2024-01-05 07:57:32.150143342,Camera,Electronics,East,Bank Transfer,2.0,956.2717400265944,0.1997686361351576,1530.477277493775,48.0,Male,New,1.7521351401218177,47.58710108790138,2024,1,January,Friday,1,1,1912.543480053189,382.06620255941357,612.1909109975101,10-20%
100091,1764,2024-01-05 09:07:37.230482032,Smartphone,Electronics,North,Online,7.0,715.7767529208835,0.0414144015019073,4802.933009627805,28.0,Male,New,2.8724769349373585,10.011543296868323,2024,1,January,Friday,1,1,5010.437270446185,207.50426081837878,1921.1732038511223,0-5%
100092,3236,2024-01-05 10:17:42.310820721,Tablet,Electronics,South,Cash,7.0,514.5358336357028,0.2992285095436022,2524.004301210816,47.0,Male,New,3.6761340456370384,25.185679776022788,2024,1,January,Friday,1,1,3601.7508354499196,1077.7465342391035,1009.6017204843264,20-30%
100093,1380,2024-01-05 11:27:47.391159410,Printer,Office,South,Bank Transfer,2.0,241.4378866649746,0.1972126752424643,387.6465502617761,32.0,Female,Returning,3.2757989014538738,23.44724009560914,2024,1,January,Friday,1,1,482.8757733299492,95.22922306817307,155.05862010471046,10-20%
100094,1493,2024-01-05 12:37:52.471498099,Smartphone,Electronics,West,Card,,723.4476348360126,0.2692137122729408,3700.7992799871154,32.0,Male,Returning,1.6147428111306683,5.936250025080186,2024,1,January,Friday,1,1,,,1480.3197119948463,20-30%
100095,2181,2024-01-05 13:47:57.551836789,Camera,Electronics,North,Cash,1.0,825.1835057974995,0.1511418031627771,700.4637827910834,49.0,Male,Returning,4.286660931930507,43.75994500623439,2024,1,January,Friday,1,1,825.1835057974995,124.71972300641599,280.18551311643336,10-20%
100096,3063,2024-01-05 14:58:02.632175478,Laptop,Electronics,East,Bank Transfer,1.0,1092.641357162077,0.0857913296944885,998.9022022519516,46.0,Male,New,3.0032404022765293,14.440425061264085,2024,1,January,Friday,1,1,1092.641357162077,93.7391549101251,399.56088090078066,5-10%
100097,1065,2024-01-05 16:08:07.712514167,Keyboard,Accessories,South,Cash,3.0,80.44753262008936,0.1311688061454861,209.68597742688655,66.0,Male,VIP,2.0042421965028567,8.895106243231659,2024,1,January,Friday,1,1,241.34259786026809,31.656620433381512,83.87439097075463,10-20%
100098,3569,2024-01-05 17:18:12.792852856,Laptop,Electronics,South,Card,6.0,1102.6277825644402,0.1197478302895025,5823.542987912539,43.0,Male,New,4.787643804059446,45.813103275509455,2024,1,January,Friday,1,1,6615.766695386641,792.2237074741023,2329.4171951650155,10-20%
