student_id,gender,age,study_hours,attendance,sleep_hours,previous_score,assignments_completed,class_participation,internet_access,parental_support,final_score
92,Female,20,4.451427008659948,90.29222147831959,6.8989266851037,75.95333687973029,69,52,Yes,Medium,65.21413541816298
93,Female,17,7.777921055199666,72.84388647510487,7.225219762041563,47.56549611189479,68,100,Yes,Low,68.03608113055897
94,Female,18,6.316045325072382,81.78447475352868,6.020207493142967,60.309435620857805,61,78,Yes,Medium,69.09763930052695
95,Female,24,3.0851209103756245,62.29466034616853,7.1463363681659455,50.71743675988889,50,53,Yes,Medium,37.29961228808815
96,Female,18,8.919711331496927,89.8194012360702,7.1422550699100835,75.82344280507029,88,48,Yes,Medium,66.70613578802693
97,Female,19,5.153989026540195,68.60029491929924,5.583477976137713,52.59888281221019,59,15,No,Low,53.41803632984159
98,Female,20,2.82975099205553,87.42306431485856,7.771059813616708,81.51991717450545,80,15,Yes,High,45.985756516005104
99,Female,21,7.805826102460843,64.20834507131806,4.959922063698437,63.51086918594316,53,22,Yes,High,56.444973766670074
100,Male,20,8.65555517039689,90.3769908772081,7.22108569671722,76.61735145240584,66,67,Yes,Medium,70.26196741961543
101,Male,18,4.433949472560879,81.86202228027325,9.1187112325906,70.99788326556312,97,92,No,Low,65.87541036045405
102,Female,21,3.4926994792488073,68.62370765259665,7.816660645382899,80.88867250993279,77,36,Yes,High,48.30471438191232
103,Female,20,4.155250085092676,86.2962765729663,7.8091590952445245,50.97235105957215,99,23,No,Low,57.53593669858228
104,Female,24,5.9294634550354,70.91565969833603,5.923087990061578,78.58434777419961,43,60,Yes,Low,59.70761599931052
105,Female,24,7.055713310061028,86.99466044934154,9.122874463783432,37.06117020156105,46,7,Yes,Medium,45.32999660050346
106,Female,20,5.640974661727147,74.71066229543135,8.652061713522746,65.64690143170529,69,68,Yes,Medium,50.277077167011456
107,Female,21,4.70344641694354,57.347434492444044,5.98769197252532,56.81117101545478,49,28,Yes,Medium,29.789133521449386
108,Female,18,7.496023540608855,66.21100511422875,6.430284109822148,43.93187924007445,46,9,Yes,Medium,56.55257629541532
109,Female,20,3.8743270538969554,72.83502349575258,8.505587253912026,51.5971681250999,44,55,Yes,Low,47.83108847680587
110,Male,21,6.561838676733814,94.41826828498293,9.155376853980108,55.390164105809994,43,72,Yes,Medium,61.30449055925295
111,Female,22,3.9238744032974426,88.8137235663507,5.482376757891654,62.05172476844201,86,21,Yes,Medium,40.57153782806494
112,Male,24,5.362045916021787,97.48633694786571,5.795547076330508,57.12725522226211,75,9,No,Medium,35.184465697268834
113,Female,22,4.272874870419097,97.8436225923583,6.827455892293397,66.20038960309482,54,83,Yes,Medium,77.97536868740819
114,Female,18,4.388295634694378,71.58299034490902,4.394687164668982,52.54762526617145,78,19,Yes,High,40.040654477142226
115,Male,21,3.74522696507558,75.73815768289404,7.022854192251308,57.84713448497999,77,50,Yes,Medium,38.70010902401829
116,Female,22,7.1897080623613885,73.06464090803354,8.422892216835981,60.66400902438708,75,90,Yes,Medium,51.648906255009436
117,Male,21,3.03414792378293,69.94187273638708,5.273635580517101,67.73144333496136,90,9,Yes,Medium,62.458225148665235
118,Female,20,3.019535494902583,55.9020634879625,7.1525283579701044,77.73270922756345,41,82,Yes,High,43.40217273322513
119,Female,18,8.74198713169022,77.82302738379789,6.301875154005624,77.80494510598068,54,40,Yes,High,58.99167222976279
120,Male,22,6.455695129308663,62.57321287546667,8.967935138504702,68.56225987703247,59,93,Yes,Medium,71.47291776156064
121,Female,23,0.0,77.58993742158808,6.316249765440339,71.45379524908398,94,79,Yes,Low,48.115375614477735
122,Male,20,3.369482521579193,100.0,8.8227917052983,69.67800373768213,73,39,Yes,Medium,53.04122423161029
123,Female,24,0.8760213248758917,71.8878588440315,6.283053915026527,60.2803673620468,52,75,Yes,Medium,42.266712891765586
124,Male,23,2.5986186131694895,80.3372880675368,7.925410966400956,78.50874503926819,99,4,No,High,49.7975000003263
125,Male,23,0.0,88.8797806297114,7.302334742035239,51.28278361274356,64,42,,Medium,28.407525642525343
126,Female,17,4.2260208446121155,81.36349550359088,6.834072800182838,34.27781797544232,53,66,Yes,Medium,50.59779569303761
127,Female,17,2.216116361677377,81.50981025530756,6.051365717135229,49.377659198684654,80,23,Yes,Low,37.614316399725304
128,Male,18,4.619810513592877,73.65117079574304,7.387714505581472,86.0468122265643,87,89,No,Medium,56.141534540958354
129,Female,22,1.2497574822349504,75.2174642992652,6.471357685018106,60.56850292253482,93,30,Yes,Medium,33.27859055828969
130,Female,22,4.66582370634408,66.47987373374606,6.172280530230235,69.11193509275651,48,58,No,Low,58.513869491457314
131,Female,22,3.6701674437593454,88.15254010667289,8.767267289650864,60.89074975144693,88,66,Yes,High,51.40494488014518
132,Male,21,7.503905930377192,57.10210012063085,,73.42497993239536,93,62,Yes,Medium,65.04600048246806
133,Male,20,7.322713723491249,89.65306006058643,7.772366742288643,66.06068999009565,74,0,Yes,Medium,68.58901559307976
134,Male,22,6.070691206020566,61.155619383057086,6.530081777665285,63.971119861516215,61,74,Yes,Low,53.012931410065335
135,Male,20,3.846772438677575,89.55128728891982,6.776825983500034,74.20667502575668,44,68,Yes,High,57.296179806433926
136,Male,18,8.470760790520586,73.75418968545382,6.701707999178666,58.01483092071765,83,70,Yes,Low,67.83350364016042
137,Male,23,1.3939294443203587,63.217575742403035,7.404686695001173,70.58116674045577,76,32,No,High,42.634315963207236
138,Male,22,1.6928827408726748,84.95158374095564,7.770164142211007,62.379175083832756,53,76,Yes,Medium,48.33326322920306
139,Male,18,4.332433800221871,89.1452104209093,6.963698355626114,63.38860620180662,56,62,No,Low,50.24780843714204
140,Male,22,9.008076217842238,72.74305622275756,6.048826006983231,52.72103751015088,44,41,Yes,High,62.28871616126652
141,Female,17,4.095322186259825,86.6473265841472,7.912684548431859,61.76066525920591,52,30,Yes,Medium,41.261483617488715
142,Male,19,4.133509513581436,50.5789860639678,7.040084641850004,56.881361746292285,98,51,Yes,Medium,51.445722205708044
143,Female,18,1.6161792877763816,62.1528445230408,5.270996345474823,81.94880268141642,93,49,Yes,Medium,44.59413987892921
144,Female,22,6.391859170540757,93.50890716562475,4.437646299904374,39.73892504211858,86,12,Yes,Medium,57.13027960356226
145,Female,24,6.406352508658708,75.31596870962501,7.357476610552569,78.33889837166694,70,64,Yes,Medium,52.257912566282116
146,Male,19,6.07815040279982,55.65344008261383,6.004631441346755,38.836134789665266,88,37,Yes,Medium,53.4444779786206
147,Male,18,3.2415586543052752,69.61360583469607,7.517274555275743,73.05823456414943,49,38,Yes,Medium,27.14844190857513
148,Male,24,3.0865864632539886,66.91919432969902,6.0692580293632785,52.43404648681358,87,96,Yes,Medium,50.15757904024862
149,Male,24,1.9137554991900592,76.0084592223249,7.159822926994009,73.4948339625251,100,41,Yes,High,35.88519765412261
150,Female,21,4.667745003521867,73.55098819430823,6.54591816644549,63.17961487975754,62,98,Yes,Medium,53.118402485603724
151,Male,24,2.3391853414429966,80.14718074725793,9.102304972327966,43.51469966166814,68,38,Yes,Low,29.41314252784509
152,Male,22,2.1451669895014227,77.1664073806491,8.140378789382373,85.37927809765725,55,41,Yes,Low,49.0901147015535
153,Male,21,3.6526185661786483,94.31687106044423,8.616756280225395,76.64969464783465,56,72,Yes,Medium,60.128433875236205
154,Male,17,3.5216876496315677,83.09458319663602,7.028857322942879,72.54763185498284,46,69,Yes,High,41.131475346725345
155,Male,22,3.42404294235609,83.49205933432303,7.986833126937857,55.39445383418203,82,72,Yes,Medium,45.231253467686095
156,Female,23,5.432889193680523,91.98188548673426,7.10998009312137,77.16626920178699,53,90,Yes,Medium,32.76848269399443
157,Male,24,4.658095604300558,73.33477499484502,8.763509640920471,45.751225676026365,83,41,Yes,High,57.15147800813201
158,Female,17,3.9236879389777646,62.85747067969818,6.912925521692472,31.585308162390042,48,28,No,Medium,53.80416621517021
159,Male,19,4.866025856622964,92.483643895587,5.323012791567048,41.56511196211699,46,67,Yes,High,55.542693741160775
160,Female,18,2.5169459177907356,79.63010097729735,4.601654169695274,51.17017945510378,53,24,Yes,Medium,37.365773417530534
161,Male,24,4.710557247819356,79.67221449478714,9.001973343477417,53.67744673864201,55,15,Yes,Medium,55.17513519437914
162,Male,20,4.801204985689267,70.40004094163716,7.574205368981032,58.47734646730866,99,56,Yes,High,52.95367026850066
163,Female,17,1.4939062812850388,70.59773600275707,7.65310822005009,59.14350148070544,49,33,Yes,Medium,48.30103095942324
164,Female,20,6.491387508740724,88.16066806525012,8.787577410749899,55.25242576563453,99,74,Yes,Medium,57.126018412471666
165,Female,24,2.7371325895460092,89.81586957765133,5.0179180675288535,33.255278417507355,44,8,Yes,Medium,39.371681024024795
166,Male,20,4.68061959841287,87.4058808689599,6.569678541721831,67.88185051415972,90,34,Yes,Medium,49.71344517790495
167,Female,24,6.828823481070541,87.5155392653457,6.71671620446196,61.02987869822997,46,26,Yes,Medium,38.20583623727101
168,Male,18,6.351353515427739,84.8283544471171,7.890730279848418,54.55484623178925,61,38,Yes,Medium,67.17678309544279
169,Male,19,4.568666777137671,79.57827276093788,6.16883172987894,85.97031937059042,63,44,Yes,Medium,69.86974685607206
170,Female,18,3.775001994235863,,5.558351507782252,61.36751953166954,79,59,Yes,Medium,52.91656876145946
171,Female,22,6.395023817151134,92.52388619929863,5.547581618803472,65.87797598684263,81,91,No,,56.616073227400946
172,Male,17,5.84938995561724,73.51534955411479,8.379301691526424,76.93775227674699,98,42,Yes,High,56.43551290642991
173,Male,20,3.26326995991174,82.43975056656896,6.108961487436259,42.65208736658759,61,60,Yes,High,42.802513842805574
174,Female,18,2.910212705996619,68.35184402454904,6.337579018813826,64.66084919498147,94,68,Yes,High,66.6092645415699
175,Female,24,0.3552896366080036,70.0884115577946,7.7613977808734855,76.8882178102494,74,15,Yes,Low,40.21503376605411
176,Female,18,4.808063683367175,75.16614518571328,6.16126551011812,63.630066459516314,85,91,Yes,High,48.848350538101926
177,Male,18,4.334604509963203,68.35273947927404,4.95406189269323,45.449861199716125,91,1,Yes,High,32.9671740934398
178,Male,17,6.772382749285084,87.5742219057396,5.1019585915301215,57.76286832582089,94,73,Yes,Low,46.12047464305491
179,Male,19,5.218110186960733,61.82358898145965,6.93183112394145,67.83479968615471,93,18,Yes,Medium,44.08359462945877
180,Male,23,7.168458388345381,79.19075548057288,7.596794116438266,33.39683164776301,42,63,Yes,Medium,57.2778048314367
181,Male,18,3.1052715441676586,79.59009716210618,6.757305707379496,44.71008507348134,86,19,Yes,Medium,27.032008204541953
182,Male,17,6.776300661935236,56.27040506016383,7.516531244570883,94.60305343902664,81,57,Yes,Low,65.98935237878486
183,Female,20,3.4421672417906897,72.7077141537167,5.064594968790837,72.26885341527368,46,59,Yes,Medium,48.05257204143128
184,Male,24,6.055192123584544,81.0683944565777,5.14563575083827,87.25205841074421,58,58,Yes,High,59.529373198385926
185,Male,22,1.582483214938613,83.14473591952881,9.704723099553089,77.99476552261824,81,50,Yes,High,41.121816238290684
186,Male,23,4.970270598732377,75.54831349679802,8.479341126564016,70.90975464761195,100,34,Yes,Medium,59.194789899351925
187,Female,21,0.53062411710818,86.12265845376858,7.922766270278221,60.36381141584741,85,9,Yes,Medium,40.75212433558055
188,Male,23,3.9657250281164904,76.68820491316751,6.208330395118673,70.71820811577226,47,35,Yes,Medium,54.051024512777694
189,Male,24,5.3807079877558275,78.16383494490069,6.714392571123459,86.74946286293533,100,52,Yes,Medium,64.98853591204302
190,Female,23,3.4580628975378085,81.01984642783864,6.99798721943968,77.38308384751144,62,53,Yes,Low,42.55978660165128
191,Male,24,2.3991247424880653,89.12399554481003,8.577215336459828,67.50215457270168,59,15,,Medium,42.51992141755289
192,Male,17,6.192236938591868,69.89138397101362,7.48333931973411,62.41479396200534,72,49,Yes,High,54.616966131292294
193,Male,21,4.293074420306153,72.15813752978043,7.631096561545362,72.47485381206295,45,25,Yes,Medium,35.215280191956566
194,Male,18,3.520858705938657,69.97324209924942,6.798814077859,57.01936089064144,54,30,Yes,Medium,49.50477059022527
195,Male,18,4.583791842308553,74.0136274062968,7.951198080208101,72.47711615621678,44,60,Yes,Low,62.28306718374311
196,Female,23,9.773338283891178,95.11481109695717,7.362787296917528,54.53066763505926,53,41,Yes,Medium,63.249336281472964
197,Female,17,6.807005699563088,84.87270383195786,7.052827279294816,59.69118668771864,48,0,Yes,Low,48.241564417464105
198,Female,21,6.8251473363756805,64.4269230579739,6.108298993376475,49.58441800675249,65,86,Yes,Medium,39.226332706914945
199,Male,18,5.371092637984728,70.7946364129359,6.863713909478041,58.403554338585074,71,41,Yes,Medium,45.44331859860567
200,Male,20,4.832970545154295,82.47320669131682,5.704560755464053,54.744085122706316,70,48,No,Medium,53.6846330608435
201,Male,19,0.0,67.12190662880676,6.951833192815655,90.3787308666366,45,90,Yes,High,52.77562412681517
202,Female,19,3.142039307073736,69.29591951022292,7.1066936295578795,51.58256364158318,40,18,Yes,High,43.34870218211816
203,Male,18,3.538851173595051,94.13951599408978,4.114577938472424,70.77252943411835,58,79,,Low,23.43014429329016
204,Male,21,0.7502158719049339,70.63949245832175,6.723592553079396,50.79676520969627,54,56,Yes,Medium,26.415793670372544
205,Female,22,2.1851684195691328,89.45600179235264,5.588943754474489,65.70344055014174,73,7,Yes,High,49.61137552350272
206,Male,18,0.5383270581547319,93.06387827437126,7.598367190620033,69.34873102931584,58,61,Yes,,33.39712895150295
207,Female,22,4.423352328605255,69.19845490597243,7.7645916922611935,37.23344489114449,88,79,Yes,Medium,38.43427414062192
208,Female,22,6.137531941697632,67.3204493213143,6.488392218801619,44.03447767516697,50,75,No,High,39.89383738204528
209,Female,24,6.713549037248658,74.68641496222602,7.658826504546299,50.679902131430254,57,8,Yes,Medium,35.65995228825018
210,Male,24,5.329568924158482,64.9364673519165,7.709280323602073,45.45144688927196,63,6,Yes,Low,47.44897848676874
211,Male,21,2.5732073176028623,79.4524065420329,6.724340992705878,66.26127802918275,85,39,Yes,High,52.0565504173175
212,Male,22,0.635869682960081,75.53217705775936,8.84114437036439,68.63870313132298,90,100,No,Medium,45.3032460002449
213,Male,20,0.9862626011969962,82.32696019063562,6.129910075592198,49.05392066948698,48,60,Yes,Low,48.18564207695157
214,Male,21,1.962034845491003,94.76332147479386,8.7656388439038,66.86297655398832,50,22,Yes,High,48.7393540444789
215,Male,18,2.7222806039286507,87.80981976924383,6.729760684980153,58.638820793429275,82,40,Yes,Medium,47.40846454220403
216,Male,23,4.180503004016827,83.87087730494828,5.988008376128839,63.5078594964667,43,71,Yes,Low,49.64789390848885
217,Female,20,2.4716715637460633,54.40741904438498,6.578141829034741,55.57365065591125,57,22,Yes,High,43.59082939290339
218,Male,17,5.177951787336523,83.3205117852285,5.680732926724812,72.31485098693219,83,83,Yes,Medium,61.63832918108618
219,Female,19,4.035452994401054,98.67153192845458,7.941469440867043,89.52393885406516,62,10,No,Medium,52.11596812341746
220,Male,18,4.521091423482051,41.8737298042378,5.076677226309668,76.61501323427868,80,0,Yes,Medium,50.52987793824204
221,Male,18,6.78050110534241,86.2725905157075,8.667530264522592,85.90086273018676,76,48,Yes,High,72.538690529385
222,Male,18,2.13953653159926,76.08769710292243,5.876959357904248,43.95762825340562,40,43,Yes,Medium,47.07740227772794
223,Female,20,5.337409156584736,67.80245996372466,8.003984046215145,54.86436346590287,64,68,Yes,Medium,67.65639840598442
224,Female,17,4.472053543047854,87.61354300694344,7.029071033272562,73.47853749197023,48,13,No,Medium,61.900229301689855
225,Female,23,3.8330274380606095,98.51647080728796,7.324978339659515,87.62441262325163,78,6,Yes,Medium,47.6427857438605
226,Female,21,6.270512641731921,87.30276874605305,6.2919479544671635,74.7566064035986,40,59,Yes,Low,60.55457485308423
227,Male,24,6.258028309114015,73.54569658486169,7.4233696003997585,49.606638719392045,91,23,Yes,High,58.480627891400395
228,Female,17,2.6070184080231438,66.67836210710212,7.161969146261037,58.48013997771679,56,3,Yes,Low,26.034350447755763
229,Male,20,4.135678832284151,79.73553160547452,5.250506718196807,70.00106654882211,42,26,Yes,Medium,49.73435370163662
230,Male,18,5.062423365168131,88.47803150857905,5.844999996480091,62.530107175538795,62,61,Yes,High,49.1454472167371
231,Female,19,3.953986503954831,73.35536368519527,6.350905466788232,53.01841313422444,40,6,Yes,Medium,35.2808332053179
232,Female,18,5.670042664575597,74.51540410019044,6.094004178248261,60.64618334983355,63,53,Yes,High,54.691543259185
233,Female,21,5.062384035820551,100.0,8.503373134460382,64.78345971860631,52,87,Yes,Medium,47.99745127787508
234,Female,22,8.165122480712025,90.94382335151671,7.008417020616999,48.72618041783632,97,72,Yes,High,53.92689579018243
235,Female,19,1.4394417281404248,91.80154414072359,6.065594382832142,79.76763608805102,59,64,Yes,High,44.74357227659487
236,Female,18,4.255128020505205,60.476569127294255,6.411076211196352,58.40577766161441,59,97,Yes,High,37.06355976596059
237,Female,23,2.6829949769756176,69.51373584847848,6.39464429974352,63.911356605338085,99,94,Yes,Medium,44.621933149053774
238,Female,19,5.708214910878088,78.89617967345087,6.654340633593921,80.5257905558598,51,86,No,Low,70.39535931032785
239,Male,22,1.265656219908911,65.98634930537821,5.70960471433648,63.12502000841067,56,66,Yes,Medium,31.390997258950733
